RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount
55,UPMC Hillman Cancer Center,7135,650991,CURTIS BAY MEDICAL WASTE SERVICES,PO BOX 65047,,BALTIMORE,MD,21264-5047,88801
85,SOMD Administration,6000,109056,PHARMACAL RESEARCH LABORATORIES,PO BOX 369,,NAUGATUCK,CT,06770-0369,88935
10,SVC and Provost,6400,552561,OTHOT LLC,"501 HOLLIDAY DR, SUITE 115",,PITTSBURGH,PA,15520,89000
35,School of Medicine,6900,364467,AQUIFER INC,7016 ROOM 27 BUTLER II,DARTMOUTH MEDICAL SCHOOL,HANOVER,NH,03755,89100
94,School of Computing and Information,6000,223769,DLT SOLUTIONS LLC,PO BOX 102549,,ATLANTA,GA,30368,89465
92,Business and Auxiliary Services,7135,111724,UNITED SAFETY SERVICES INC,416 E MAIN ST,,CARNEGIE,PA,15106,89669
23,Swanson School of Engineering,6000,699997,GENISYS INC,275 BATTERY ST,STE 1300,SAN FRANCISCO,CA,94111-3372,89850
83,General University,6400,135998,"NESTOR, PETER W",2206 MANORDALE DRIVE,,EXPORT,PA,15632,90000
87,SVC and Chief Financial Officer,6400,583045,ROBERT HALF INTERNATIONAL INC,12400 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693,90015
55,UPMC Hillman Cancer Center,6000,324212,CELLGENIX GMBH,602 HILLSIDE AVENUE,,ANTIOCH,IL,60002,90165
55,UPMC Hillman Cancer Center,7100,246844,BECTON DICKINSON & CO,TWO OAK PARK,,BEDFORD,MA,01730,90247
85,SOMD Administration,6000,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,90339
67,Facilities Management,6000,607283,HERC RENTALS INC,PO BOX 936257,,ATLANTA,GA,31193,90773
10,SVC and Provost,6000,563834,EXPLORANCE INC,125 S CLARK STREET 17TH FLOOR,,CHICAGO,IL,60603,91400
85,SOMD Administration,6400,582009,CHARTIS GROUP LLC,27308 NETWORK PLACE,,CHICAGO,IL,60673-1273,91400
35,School of Medicine,6000,664560,PHILLIPS COUNSELING LLC,5889 FORBES AVE STE 210,,PITTSBURGH,PA,15217,92070
85,SOMD Administration,6000,111667,ULINE,PO BOX 88741,,CHICAGO,IL,60680-1741,92340
06,Kenneth P. Dietrich School of Arts and Sciences,6000,274007,VWR INTERNATIONAL,405 HERON DRIVE,,BRIDGEPORT,NJ,08014,92452
06,Kenneth P. Dietrich School of Arts and Sciences,6900,634300,NATIONAL ASTRONOMICAL OBSERVATORY OF JAP,2-21-1 OSAWA,,MITAKA,TOKYO,181-8588,92857
92,Business and Auxiliary Services,7400,107281,MBS TEXTBOOK EXCHANGE INC,PO BOX 637,,COLUMBIA,MO,65205,92985
61,Pitt Information Technology,6400,351470,WITT/KIEFFER INC,2015 SPRING RD STE 510,,OAK BROOK,IL,60523,93645
02,SVC Engagement,6400,109231,PITTSBURGH PIRATES,TICKET OFFICE,115 FEDERAL ST,PITTSBURGH,PA,15212,93673
35,School of Medicine,6000,553917,UWORLD,"9111 CYPRESS WATERS BLVD, STE 300",,COPPELL,TX,75019,93685
61,Pitt Information Technology,6400,496674,QUALTRICS LLC,DEPT #880102,PO BOX 29650,PHOENIX,AZ,85038-9650,94000
92,Business and Auxiliary Services,6000,659342,PLDC LAND OWNER LLC,PINECREST LLC ATTN TY PERLMUTTER,"1359 W FULLERTON AVE, UNIT 2E",CHICAGO,IL,60614,94116
31,School of Dental Medicine,7400,101746,BRASSELER USA INC,800 KING GEORGE BLVD,,SAVANNAH,GA,31419,94615
43,Titusville Campus,7000,271651,PENELEC,PO BOX 3687,,AKRON,OH,44309-3687,94967
61,Pitt Information Technology,6000,560007,BLUECAT NETWORKS (USA) INC,PO BOX 74008819,LOCKBOX 008819,CHICAGO,IL,60674-8819,95000
61,Pitt Information Technology,7400,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,95164
44,Bradford Campus,6000,102665,COLLEGE BOARD,PO BOX 910506,,DALLAS,TX,75391-0506,95238
06,Kenneth P. Dietrich School of Arts and Sciences,7100,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,95382
31,School of Dental Medicine,7400,184614,DENTSPLY NORTH AMERICA LLC,33544 TREASURY CENTER,,CHICAGO,IL,60694-3500,95592
92,Business and Auxiliary Services,6400,373856,KINETIC SOFTWARE INCORPORATED,PO BOX 8547 #24538,,BOSTON,MA,02114,95682
92,Business and Auxiliary Services,6400,422381,QUADIENT,25880 NETWORK PLACE,,CHICAGO,IL,60673-1258,95858
02,SVC Engagement,6400,382387,CISION US INC,PO BOX 842869,,BOSTON,MA,02284-2869,96000
56,SVC Philanthropic and Alumni Engagement,6400,615515,PLUS DELTA PARTNERS,6965 EL CAMINO REAL STE 105-488,,CARLSBAD,CA,92009,96250
06,Kenneth P. Dietrich School of Arts and Sciences,6000,185571,W NUHSBAUM INC,1701 S SCHROEDER LANE,,MCHENRY,IL,60050,96271
61,Pitt Information Technology,6400,526617,LABARCHIVES LLC,1915 ASTON AVE,,CARLSBAD,CA,92008,96412
67,Facilities Management,7100,203117,SCALISE INDUSTRIES CORP,PO BOX 456,,LAWRENCE,PA,15055,96722
03,SVC Research,6400,298032,"MEDLEN & CARROLL, LLP",1440 BROADWAY SUITE 1010,,OAKLAND,CA,94612,96727
55,UPMC Hillman Cancer Center,7100,169659,BECKMAN COULTER INC,250 S KRAEMER BLVD,P O BOX 550,BREA,CA,92822-0550,96770
10,SVC and Provost,6400,261042,HOBSONS INC,PO BOX 641055,,CINCINNATI,OH,45264-1055,97000
61,Pitt Information Technology,7400,220510,VERIZON,PO BOX 1100,,ALBANY,NY,12250-0001,97220
85,SOMD Administration,6400,363391,ALL LINES TECHNOLOGY INC,475 WILLOW CROSSING ROAD,,GREENSBURG,PA,15601,97432
80,Athletics,6400,553838,VIZTEK STUDIOS LLC,14815 S 7TH PLACE,,PHOENIX,AZ,85048,98250
31,School of Dental Medicine,6000,272227,GA SPINA EQUIPMENT COMPANY,77 TERENCE DR,,PITTSBURGH,PA,15236,98278
80,Athletics,6400,569661,"TRAVEL, ANTHONY",7920 BELTLINE ROAD SUITE 1010,,DALLAS,TX,75254,98664
67,Facilities Management,6000,108717,PAPER PRODUCTS CO INC,36 TERMINAL WAY,,PITTSBURGH,PA,15219,99083
61,Pitt Information Technology,6400,105528,IBM CORP,IBM INTL FOUNDATION,ATTN ANN MARIE KAPLAN,ARMONK,NY,10504,99527
61,Pitt Information Technology,6400,698351,TEAMDYNAMIX SOLUTIONS LLC,PO BOX 933331,,CLEVELAND,OH,44193,99575
92,Business and Auxiliary Services,7400,284609,NIKE USA INC,LICENSED & TEAM APPAREL,PO BOX 277482,ATLANTA,GA,30384-7482,99796
92,Business and Auxiliary Services,6000,556111,CSC SERVICEWORKS INC,PO BOX 758698,,BALTIMORE,MD,21275-8698,99820
55,UPMC Hillman Cancer Center,6000,171278,EASLEY & RIVERS INC,WALLY CORPORATION,P O BOX BB UNIONTOWN,LEMONT FURNACE,PA,15456,100296
89,Human Resources,6400,641698,EQUEST,"2010 CROW CANYON PL, STE 100-10016",,SAN RAMON,CA,94583,101174
35,School of Medicine,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,101320
23,Swanson School of Engineering,7300,590237,BRIDGEWAY DEVELOPMENT CORPORATION,707 GRANT STREET SUITE 1920,,PITTSBURGH,PA,15219,102510
61,Pitt Information Technology,7400,367440,WINDSTREAM,WINDSTREAM COMMUNNICATIONS,ATTN MISC BILLING PO BOX 18317,LITTLE ROCK,AR,72222,102629
87,SVC and Chief Financial Officer,6400,429752,HURON CONSULTING SERVICES LLC,4795 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,103274
92,Business and Auxiliary Services,7100,288538,LIQUITECH INC,341 REMINGTON BLVD,,BOLINGBROOK,IL,60440,103494
31,School of Dental Medicine,6000,184614,DENTSPLY NORTH AMERICA LLC,33544 TREASURY CENTER,,CHICAGO,IL,60694-3500,103603
85,SOMD Administration,6000,224022,JORDAN BANANA CO.,203 WASHINGTON AVE,PO BOX 495,DRAVOSBURG,PA,15034,104135
85,SOMD Administration,7100,349758,SPECIALTY UNDERWRITERS LLC,PO BOX 78075,,MILWAUKEE,WI,53278-0075,104290
06,Kenneth P. Dietrich School of Arts and Sciences,6000,633984,RAITH AMERICA INC,1377 LONG ISLAND MOTOR PKWY,STE 101,ISLANDIA,NY,11749,104625
02,SVC Engagement,6800,150727,LANE PRESS INC,PO BOX 130,,BURLINGTON,VT,05402,104660
80,Athletics,6000,637674,IDEAL INTEGRATIONS INC,800 REGIS AVENUE,,PITTSBURGH,PA,15236,104904
03,SVC Research,7300,531222,FAPD LLC,761 OSAGE ROAD,,PITTSBURGH,PA,15243,105021
89,Human Resources,6400,278698,APPLICATION VERIFICATION INC,828 E PITTSBURGH MALL,,EAST PITTSBURGH,PA,15112,105131
87,SVC and Chief Financial Officer,6400,561227,FLYWIRE CORPORATION,141 TREMONT ST 10TH FL,,BOSTON,MA,02111,105417
35,School of Medicine,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,105493
80,Athletics,6400,459566,TEXOLVE DIGITAL INC,727 ALLEGHENY AVE,,OAKMONT,PA,15139,105518
92,Business and Auxiliary Services,7100,433636,AUTOMATED LOGIC - PENNSYLVANIA,ALC PENNSYLVANIA,LOCKBOX 742630,ATLANTA,GA,30374-2630,105521
89,Human Resources,6400,115512,INTERNATIONAL SOS ASSISTANCE,PO BOX 419386,,BOSTON,MA,02241-9386,107000
85,SOMD Administration,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,107054
56,SVC Philanthropic and Alumni Engagement,6400,447815,MARKETING COMMUNICATION RESOURCE INC,731 BETA DRIVE,,MAYFIELD VILLAGE,OH,44143,107510
33,School of Pharmacy,6400,678323,OCRE LLC,2017 HAMPTON ST,,PITTSBURGH,PA,15218,107753
61,Pitt Information Technology,7100,605982,VERTIV CORPORATION,PO BOX 70474,,CHICAGO,IL,60673,107998
22,School of Education,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,108830
35,School of Medicine,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,109468
80,Athletics,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,109660
67,Facilities Management,6000,117606,BM KRAMER & CO INC,69 SOUTH 20TH ST,,PITTSBURGH,PA,15203-1986,109916
61,Pitt Information Technology,6400,100160,ADOBE SYSTEMS INC,PO BOX 1034,,BUFFALO,NY,14240,109992
80,Athletics,6000,109479,PRO KNITWEAR,33 TERMINAL WAY,,PITTSBURGH,PA,15219,109996
30,SVC Health Sciences,6000,274007,VWR INTERNATIONAL,405 HERON DRIVE,,BRIDGEPORT,NJ,08014,110095
85,SOMD Administration,6000,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,110512
92,Business and Auxiliary Services,7135,441140,ENVIRO CLEAN LLC,110 ALEXANDER DRIVE,,MCMURRAY,PA,15317,110831
35,School of Medicine,6000,120472,UNIVERSITY OF PITTSBURGH PHYSICIANS,1650 METROPOLITAN STREET,HARBOR GARDENS 4TH FLOOR,PITTSBURGH,PA,15223,111378
90,Western Psychiatric Institute and Clinic,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,111425
78,Learning Research & Development Center,6400,295146,ALPHAGRAPHICS IN THE CULTURAL DISTRICT,6775 NW 15TH AVENUE,,FORT LAUDERDALE,FL,33309,112435
90,Western Psychiatric Institute and Clinic,6000,245105,PLEXON INC,6500 GREENVILLE AVE,SUITE 730,DALLAS,TX,75206,112780
61,Pitt Information Technology,6400,668249,FRANK RECRUITMENT GROUP INC,110 WILLIAM ST FL 21,,NEW YORK,NY,10038,113000
93,Public Safety and Emergency Management,6400,529709,AXON ENTERPRISE INC,PO BOX 29661,DEPT 2018,PHOENIX,AZ,85038-9661,114718
06,Kenneth P. Dietrich School of Arts and Sciences,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,114939
92,Business and Auxiliary Services,7400,323955,OAK HALL INDUSTRIES LP,310 HACKETT BLVD,,ALBANY,NY,12208,116142
67,Facilities Management,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,116668
67,Facilities Management,7100,104930,"GUARDIAN PROTECTION SERVICES, INC",650 RIDGE RD,,PITTSBURGH,PA,15205,116884
31,School of Dental Medicine,7400,309302,ACADENTAL,PO BOX 19567,,LENEXA,KS,66285-9567,117131
56,SVC Philanthropic and Alumni Engagement,6400,295248,RUFFALO NOEL LEVITZ,PO BOX 3018,,CEDAR RAPIDS,IA,52401,117260
80,Athletics,6800,295146,ALPHAGRAPHICS IN THE CULTURAL DISTRICT,6775 NW 15TH AVENUE,,FORT LAUDERDALE,FL,33309,117460
55,UPMC Hillman Cancer Center,6000,416601,WILSON WOLF MANUFACTURING,PO BOX 856731,,MINNEAPOLIS,MN,55485-6731,118755
55,UPMC Hillman Cancer Center,6400,120472,UNIVERSITY OF PITTSBURGH PHYSICIANS,1650 METROPOLITAN STREET,HARBOR GARDENS 4TH FLOOR,PITTSBURGH,PA,15223,119071
39,School of Health & Rehabilitation Sciences,6800,391007,"RED HOUSE COMMUNICATIONS, INC",1908 SARAH ST,,PITTSBURGH,PA,15203,119505
02,SVC Engagement,7300,176128,WEBSTER APARTMENT ASSOC(S),NDC REAL ESTATE MANAGEMENT INC,4415 FIFTH AVENUE,PITTSBURGH,PA,15213,119774
35,School of Medicine,7300,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,120000
21,Katz Graduate School of Business,6000,456323,REFINITIV US LLC,P O BOX 415983,,BOSTON,MA,02241-5983,120648
31,School of Dental Medicine,7100,101385,BENCO DENTAL SUPPLY CO,PO BOX 952148,,DALLAS,TX,75395-2148,120995
80,Athletics,6000,597024,TEAMWORKS,122 E PARRISH ST,,DURHAM,NC,27701,121044
41,Johnstown Campus,6600,641114,BULK TV TOPCO LLC,ALLBRIDGE LLC,PO BOX 638671,CINCINNATI,OH,45263,121116
92,Business and Auxiliary Services,7135,416639,SQUEEGEE PRO LLC,538 MILLERS RUN RD STE 100,,MORGAN,PA,15064,121480
06,Kenneth P. Dietrich School of Arts and Sciences,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,121488
79,Business Affairs,6400,375624,"EMPLOYMENT BACKGROUND INVESTIGATIONS, IN",PO BOX 69200,,BALTIMORE,MD,21264-9200,122366
31,School of Dental Medicine,7400,218809,KERR CORPORATION,14338 COLLECTION CENTER DR,,CHICAGO,IL,60693,122464
35,School of Medicine,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,122883
31,School of Dental Medicine,6000,374461,"EXAN ENTERPRISES, INC",218 MAIN STREET #475,,KIRKLAND,WA,98033,123910
61,Pitt Information Technology,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,124958
41,Johnstown Campus,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,125244
01,Chancellor,6900,413077,ASSOCIATION OF PUBLIC LAND-GRANT UNIVERS,DEPARTMENT 0545,,WASHINGTON,DC,20073-0545,126405
35,School of Medicine,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,127181
56,SVC Philanthropic and Alumni Engagement,6400,483084,ELLUCIAN COMPANY LP,62578 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693-0625,127342
30,SVC Health Sciences,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,127346
03,SVC Research,6400,429752,HURON CONSULTING SERVICES LLC,4795 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,127971
61,Pitt Information Technology,6900,118036,INTERNET2,PO BOX 7855,,ANN ARBOR,MI,48107,128425
03,SVC Research,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,129873
35,School of Medicine,7100,447086,PETNET SOLUTIONS,PO BOX 2714,,CAROL STREAM,IL,60132-2714,130000
55,UPMC Hillman Cancer Center,6000,694075,LUMICKS USA INC,800 SOUTH ST  STE 100,,WALTHAM,MA,02453,130000
89,Human Resources,6400,278473,TALX CORPORATION,135 LA SALLE DEPT 3065,,CHICAGO,IL,60674-3065,131666
01,Chancellor,6900,140970,AAU,PO BOX 17581,,BALTIMORE,MD,21297-0519,134000
06,Kenneth P. Dietrich School of Arts and Sciences,7400,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,134272
92,Business and Auxiliary Services,7400,111719,UNITED PARCEL SERVICE,PO BOX 95066,,ATLANTA,GA,30347,134867
35,School of Medicine,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,135334
87,SVC and Chief Financial Officer,6400,238662,PRICEWATERHOUSECOOPERS LLP,125 HIGH ST,,BOSTON,MA,02110,136359
03,SVC Research,6000,696846,IXSYSTEMS INC,PO BOX 741267,,LOS ANGELES,CA,90074,136421
03,SVC Research,6400,519708,CLARK HILL PLC,"500 WOODWARD AVE, SUITE 3500",,DETROIT,MI,48226,137380
67,Facilities Management,6000,592434,KURITA AMERICA INC,PO BOX 851361,,MINNEAPOLIS,MN,55485-1361,137584
67,Facilities Management,7000,421909,NATIONAL FUEL GAS DISTRIBUTION CORP,PO BOX 4103,,BUFFALO,NY,14264,137949
80,Athletics,6400,394884,PITTSBURGH CREWING CO,3230 SUNDALE DRIVE,,GLENSHAW,PA,15116,138872
31,School of Dental Medicine,6000,632167,BURKEMICHAEL+,833 BEECH AVE,,PITTSBURGH,PA,15233,139111
61,Pitt Information Technology,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,140552
24,School of Law,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,140816
23,Swanson School of Engineering,6400,106044,JEOL USA INC,PO BOX 415574,,BOSTON,MA,02241-5574,141326
61,Pitt Information Technology,6400,457583,LINKEDIN CORPORATION,62228 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693-0622,141680
23,Swanson School of Engineering,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,142067
31,School of Dental Medicine,7400,105448,HU-FRIEDY MFG CO LLC,3232 N ROCKWELL ST,,CHICAGO,IL,60618,142304
56,SVC Philanthropic and Alumni Engagement,7300,121976,WEBSTER HALL PLAZA ASSOCS,NDC REAL ESTATE MANAGEMENT INC,4415 5TH AVE,PITTSBURGH,PA,15213,142537
43,Titusville Campus,6400,327024,METZ CULINARY MANAGEMENT,UNIVERSITY OF PITTSBURGH BRADFORD,300 CAMPUS DR,BRADFORD,PA,16701,142598
10,SVC and Provost,6800,104370,PARADIGM INC,4663 HAYGOOD RD,STE 201,VIRGINIA BEACH,VA,23455,142615
56,SVC Philanthropic and Alumni Engagement,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,143844
02,SVC Engagement,6400,216224,PUGLIESE ASSOCIATES INC,500 NORTH THIRD ST,9TH FL,HARRISBURG,PA,17101,144000
10,SVC and Provost,6400,550983,SCARLET COMPUTING SOLUTIONS LLC,PO BOX 2331,,PRINCETON,NJ,08543,144000
61,Pitt Information Technology,6400,553171,HYLAND LLC,PO BOX 846261,,DALLAS,TX,75284-6261,144004
32,School of Nursing,6400,450883,KAPLAN TEST PREP,KAPLAN HIGHER EDUCATION CORP-NIT,PO BOX 203930,DALLAS,TX,75320-3930,144276
80,Athletics,6000,588592,PACIOLAN LLC,5171 CALIFORNIA AVE SUITE 200,,IRVINE,CA,92617,144290
55,UPMC Hillman Cancer Center,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,144589
85,SOMD Administration,7100,213493,KROFF CHEMICAL COMPANY INC,PO BOX 76710,,CLEVELAND,OH,44101-6500,144707
80,Athletics,6000,490205,XOS DIGITAL INC,PO BOX 742251,,ATLANTA,GA,30374-2251,146855
60,Libraries,6500,362849,ITHAKA STRATEGY & RESEARCH,PO BOX 419654,GENERAL POST OFFICE,BOSTON,MA,02241-9654,147772
67,Facilities Management,7000,692852,MARATHON ENERGY,62-01 34TH AVE,,WOODSIDE,NY,11377,148177
92,Business and Auxiliary Services,7140,203117,SCALISE INDUSTRIES CORP,PO BOX 456,,LAWRENCE,PA,15055,148578
61,Pitt Information Technology,6400,495953,KRONOS INCORPORATED,PO BOX 743208,,ATLANTA,GA,30374-3208,149035
61,Pitt Information Technology,7100,560007,BLUECAT NETWORKS (USA) INC,PO BOX 74008819,LOCKBOX 008819,CHICAGO,IL,60674-8819,149273
85,SOMD Administration,7135,178334,WASTE MANAGEMENT,WM LAMP TRACKER INC,PO BOX 932962,ATLANTA,GA,31193,150215
23,Swanson School of Engineering,6000,103536,DOBIL LABS INC,1661 EAST SUTTER ROAD,,GLENSHAW,PA,15116,150705
80,Athletics,6000,284609,NIKE USA INC,LICENSED & TEAM APPAREL,PO BOX 277482,ATLANTA,GA,30384-7482,151055
60,Libraries,6500,116017,GALE,PO BOX 936754,,ATLANTA,GA,31193-6754,151331
80,Athletics,6400,501752,IMG LEARFIELD TICKET SOLUTIONS LLC,1000 SOUTH STATE STREET,,ANN ARBOR,MI,48109-2201,151355
92,Business and Auxiliary Services,7135,158297,JC EHRLICH CO INC,"700 BURSCA DRIVE, SUITE 705",,BRIDGEVILLE,PA,15017,152933
42,Greensburg Campus,7000,163565,MUNICIPAL AUTHORITY OF WESTMORELAND COUN,PO BOX 730,,GREENSBURG,PA,15601,153385
02,SVC Engagement,6400,109571,PUBLIC PARKING AUTHORITY OF PITTSBURGH,232 BLVD OF ALLIES,DEPT OF FINANCE,PITTSBURGH,PA,15222-1616,153386
10,SVC and Provost,6400,571859,BRAND IQ CREATIVE GROUP,600 GRANT ST SUITE 660,,PITTSBURGH,PA,15219,154700
60,Libraries,6500,295230,MERGENT INC,PO BOX 403123,,ATLANTA,GA,30384-3123,154877
35,School of Medicine,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,158086
92,Business and Auxiliary Services,7100,422381,QUADIENT,25880 NETWORK PLACE,,CHICAGO,IL,60673-1258,158196
85,SOMD Administration,7135,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,158988
92,Business and Auxiliary Services,6400,592139,"WISS, JANNEY, ELSTNER ASSOCIATES INC",PO BOX 204645,,DALLAS,TX,75320-4645,159700
87,SVC and Chief Financial Officer,6400,369469,"EDUCATIONAL COMPUTER SYSTEMS, INC",PO BOX 936565,,ATLANTA,GA,31193-6565,159908
92,Business and Auxiliary Services,7400,401453,PITTSBURGH TRANSPORTATION GROUP,4157 COLLECTION CENTER DR,,CHICAGO,IL,60693-0322,160330
87,SVC and Chief Financial Officer,6400,633710,BUCK GLOBAL LLC,PO BOX 207640,,DALLAS,TX,75320-7640,160548
10,SVC and Provost,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,160597
85,SOMD Administration,6000,582238,10X GENOMICS INC,DEPT CH 10944,,PALATINE,IL,60055-0944,160866
92,Business and Auxiliary Services,7100,102147,CARPET CONCEPTS INC,4200 OHIO RIVER BLVD,,PITTSBURGH,PA,15202,160966
67,Facilities Management,6000,110360,SCOTT ELECTRIC CO,1000 SOUTH MAIN ST,PO BOX S,GREENSBURG,PA,15601-0899,161264
85,SOMD Administration,6000,162254,"ALLEGHENY SUPPLY AND MAINTENANCE CO, INC",PO BOX 186,,DUNCANSVILLE,PA,16635,161558
67,Facilities Management,6400,633433,DUNHAM REGROUP LLC,925 LIBERTY AVENUE 8TH FLOOR,,PITTSBURGH,PA,15222,162006
22,School of Education,7300,686249,ICON LEXINGTON PARTNERS LLC,C/O BAKER YOUNG CORP/AGENT,7440 MCKNIGHT RD SUITE 202,,PA,15237,164115
06,Kenneth P. Dietrich School of Arts and Sciences,6000,407809,BLACKROCK MICROSYSTEMS LLC,391 CHIPATA WAY STE G,,SALT LAKE CITY,UT,84108,164642
35,School of Medicine,7700,175456,UPMC HEALTH PLAN INC,PO BOX 931119,,CLEVELAND,OH,44193,164863
03,SVC Research,7300,565501,"SCHENLEY PLACE, LP","ONE BIGELOW SQUARE, SUITE 630",,PITTSBURGH,PA,15219,164995
80,Athletics,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,165216
30,SVC Health Sciences,6500,511383,MCGRAW-HILL EDUCATION INC,LOCKBOX 71545,,CHICAGO,IL,60694-1545,165449
35,School of Medicine,7300,288808,MRL ASSOCIATES LLC,OXFORD DEVELOPMENT,ONE OXFORD CENTER,PITTSBURGH,PA,15219,165699
61,Pitt Information Technology,7400,403998,XO COMMUNICATIONS SERVICES INC,PO BOX 15043,,ALBANY,NY,12212-5043,166637
10,SVC and Provost,6400,628818,CAMPUSLOGIC INC,1340 S SPECTRUM BLVD STE 200,,CHANDLER,AZ,85286,168590
87,SVC and Chief Financial Officer,6400,214495,"ANTHONY TRAVEL, INC",7920 BELT LINE RD,STE 1010,DALLAS,TX,75254,168604
21,Katz Graduate School of Business,6000,570953,S&P GLOBAL MARKET INTELLIGENCE INC,33356 COLLECTION CENTER DRIVE,,CHICAGO,IL,60693-0333,169308
02,SVC Engagement,7300,105280,HILL COMMUNITY DEVELOPMENT CORP,2015-17 CENTRE AVE 2ND FL,,PITTSBURGH,PA,15219,169553
10,SVC and Provost,6400,111810,UNIVERSITY OF CHICAGO PRESS,PO BOX 37005,,CHICAGO,IL,60637,170183
31,School of Dental Medicine,6000,119126,NOBEL BIOCARE USA INC,PO BOX 6537,,CHICAGO,IL,60680-6537,170846
85,SOMD Administration,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,174175
55,UPMC Hillman Cancer Center,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,175335
67,Facilities Management,7100,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,176032
21,Katz Graduate School of Business,6400,582786,IDESIGN EDU LLC,800 JACKSON ST SUITE 384,,DALLAS,TX,75202,176750
85,SOMD Administration,7100,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,177495
61,Pitt Information Technology,6400,560007,BLUECAT NETWORKS (USA) INC,PO BOX 74008819,LOCKBOX 008819,CHICAGO,IL,60674-8819,178461
32,School of Nursing,6000,576980,AKCIA INCORPORATION,107 E US HWY 69,,KANSAS CITY,MO,64119,179728
55,UPMC Hillman Cancer Center,6000,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,180622
60,Libraries,6500,100531,AMERICAN CHEMICAL SOCIETY,DEPARTMENT OF CHEMISTRY,0213 GILMAN HALL,AMES,IA,50011,181056
67,Facilities Management,6000,685920,LIBERTY DISTRIBUTORS INC,PO BOX 498,RT 40 EAST,TRIADELPHIA,WV,26059,183890
67,Facilities Management,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,183960
85,SOMD Administration,7100,643654,AVIDITY SCIENCE LLC,819 BAKKE AVE,,WATERFORD,WI,53185,186298
