Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
23,Swanson School of Engineering,7100,187422,FEI COMPANY,2718 PAYSPHERE CIR,,CHICAGO,IL,60674,29355
67,Facilities Management,7135,607292,ALWAYS SAFE SIDEWALKS LLC,PO BOX 60,,SPRINGHOUSE,PA,19477,29404
01,Chancellor,7400,271715,KNEPPER PRESS CORPORATION,2251 SWEENEY DRIVE,CLINTON COMMERCE PARK,CLINTON,PA,15026-1818,29447
92,Business Operations,7400,371212,USPS,,,,,16066,29501
92,Business Operations,7300,557997,CULINAIRE INTERNATIONAL INC,"2100 ROSS AVE, SUITE 3100",,DALLAS,TX,75201,29514
80,Athletics,6400,250240,"IHEARTMEDIA, INC",P.O. BOX 406269,,ATLANTA,GA,30384-6269,29549
78,Learning Research & Development Center,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,29638
41,Johnstown Campus,6400,106303,KELLY SERVICES INC,PO BOX 7777 C9995,,PHILADELPHIA,PA,19175,29660
92,Business Operations,7100,522145,M AND M CABINETS LLC,3265 MILLERS RUN ROAD,,CECIL,PA,15321,29677
33,School of Pharmacy,6000,442003,MEDHUB LLC,PO BOX 847409,,BOSTON,MA,02284-7409,29700
35,School of Medicine,6000,372326,HIGH AVAILABLITY INC,600 MARKET ST SUITE 210,,CHANHASSEN,MN,55317,29782
92,Business Operations,6000,569981,P&W BMW/MINI OF PITTSBURGH,4801 BAUM BLVD,,PITTSBURGH,PA,15213,29793
85,School of Medicine Division Administration,7135,106490,KRUMAN EQUIPMENT CO,PO BOX 4038,3000 PENN AVE,PITTSBURGH,PA,15201,29841
01,Chancellor,7400,621747,NEUTRON MEDIA INC,5468 DUNDAS ST W SUITE 401,,ETOBICOKE,,M9B 6E3,29950
67,Facilities Management,6000,536763,PPG PITTSBURGH PAINTS,PCARD,,,PA,152060000,29988
90,Western Psychiatric Institute and Clinic,6400,576403,IDASHBOARDS,900 TOWER DRIVE 4TH FLOOR,,TROY,MI,48098,29998
10,Sr V C and Provost,6400,527227,PARCHMENT INC,DEPT 3397 PO BOX 123397,,DALLAS,TX,75312-3397,30000
61,Computing Services & Systems Development,6900,438223,KINBER,DIXON UNIVERSITY CENTER,2986 N SECOND ST,HARRISBURG,PA,17110,30000
80,Athletics,7100,112710,YADCO MUSIC,1000 E PITTSBURGH-MCKEESPORT BLVD,,NORTH VERSAILLES,PA,15137-1520,30000
30,Sr V C Health Sciences,6500,384339,PARTEK INC,"624 TRADE CENTER BLVD, SUITE E",,CHESTERFIELD,MO,63005,30000
67,Facilities Management,6000,519301,B & R POOLS AND SWIM SHOP,1105 WASHINGTON BLVD,,PITTSBURGH,PA,15206,30002
02,Secretary of the Board of Trustees,6400,248022,"BENACK SOUND PRODUCTIONS, INC",97 TERENCE DRIVE,,PITTSBURGH,PA,15236,30004
60,Libraries,6900,229944,ASSOCIATION OF RESEARCH LIBRARIES,21 DUPONT CIRCLE NW SUITE 800,,WASHINGTON,DC,20036,30005
44,Bradford Campus,7000,296173,COLUMBIA GAS,PO BOX 830012,,BALTIMORE,MD,21283-0012,30012
92,Business Operations,7400,516910,PENGUIN RANDOM HOUSE LLC,1745 BROADWAY,14 FLOOR,NEW YORK,NY,10019,30018
92,Business Operations,6400,581234,VOMELA SPECIALTY COMPANY INC,375 URBANDALE AVE,,BENTON HARBOR,MI,49022,30097
90,Western Psychiatric Institute and Clinic,6000,579624,HEWLETT PACKARD ENTERPRISE COMPANY,PO BOX 101125,,ATLANTA,GA,30392-1125,30115
61,Computing Services & Systems Development,7400,272633,METROLINE INC,2250 MEIJER DR,,TROY,MI,48084,30170
23,Swanson School of Engineering,6000,111296,TECHNICAL MANUFACTURING CORP1,PO BOX 5602,,BOSTON,MA,02206,30219
54,Office of University Counsel,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,30228
06,Kenneth P. Dietrich School of Arts and Sciences,6000,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,30244
30,Sr V C Health Sciences,6500,334320,CLARIVATE ANALYTICS (US) LLC,2141 PALOMAR AIRPORT ROAD SUITE 350,THOMSON RESEARCHSOFT,CARLSBAD,CA,92011-9879,30342
60,Libraries,6500,108261,NEWSBANK INC,PO BOX 1130,397 MAIN STREET,CHESTER,VT,05143,30343
10,Sr V C and Provost,7400,371724,FRIESENS CORPORATION,PO BOX 7,,NECHE,ND,58265,30354
22,School of Education,6000,163005,MEDLINE INDUSTRIES INC,ONE MEDLINE PLACE,,MUNDELEIN,IL,60060-4486,30356
06,Kenneth P. Dietrich School of Arts and Sciences,6000,327961,"EXTREL CMS, LLC",1250 BROWN RD,,AUBURN HILLS,MI,48326,30369
89,V C Human Resources,6400,312971,MONSTER WORLDWIDE INC,PO BOX 416803,,BOSTON,MA,02241-6803,30437
31,School of Dental Medicine,7400,518820,GARRISON DENTAL SOLUTIONS LLC,150 DEWITT LANE,,SPRING LAKE,MI,49456,30483
85,School of Medicine Division Administration,7135,117610,SERVICE MASTER,91 VESTA 7 ROAD,,BROWNSVILLE,PA,15417,30483
41,Johnstown Campus,6400,515084,STAGEHAND PAYROLL SERVICES,IATSE LOCAL 636,PO BOX 5345,JOHNSTOWN,PA,15904,30488
80,Athletics,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,30538
85,School of Medicine Division Administration,7100,537957,MEDPIPE MAINTENACE CORPORATION,PO BOX 541,,LAWRENCE,PA,15055,30582
35,School of Medicine,7100,302470,ILLUMINA INC,12864 COLLECTION CENTER DR,,CHICAGO,IL,60693,30600
92,Business Operations,7400,286713,PARTNERSHIP LLC,29244 NETWORK PLACE,,CHICAGO,IL,60673-1292,30614
44,Bradford Campus,6400,141018,BRADFORD PUBLISHING CO,PO BOX 365,,BRADFORD,PA,16701,30633
44,Bradford Campus,6000,357913,SOUTHWEST AIRLINES CO,PO BOX 36647-1CR,,DALLAS,TX,75235,30743
92,Business Operations,7400,547281,BRANDED CUSTOM SPORTSWEAR INC,PO BOX 2104,,LOWELL,AR,72745,30755
06,Kenneth P. Dietrich School of Arts and Sciences,7000,384872,BROWNIES OIL CO,PO BOX 7,,CONNEAUT LAKE,PA,16316,30779
67,Facilities Management,7400,105560,IDN HARDWARE SALES INC,PO BOX 510624,,LIVONIA,MI,48151-6624,30785
60,Libraries,6000,487395,PENNSYLVANIA BUSINESS PARTNERS,119 POWELL STREET,,EAST PITTSBURGH,PA,15112,30805
34,Graduate School of Public Health,6000,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,30871
92,Business Operations,6400,571859,BRAND IQ CREATIVE GROUP,600 GRANT ST SUITE 660,,PITTSBURGH,PA,15219,30960
80,Athletics,6000,537131,RAWLINGS SPORTING GOODS,PO BOX 910212,,DALLAS,TX,75391-0212,30964
55,UPMC Hillman Cancer Center,7100,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,30966
42,Greensburg Campus,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,31015
35,School of Medicine,6400,336154,US DEPARTMENT OF HOMELAND SECURITY,4141 NORTH SAINT AUGUSTINE ROAD,USCIS TEXAS SERVICE CENTER,DALLAS,TX,75227,31040
67,Facilities Management,7135,122100,PENNSYLVANIA ROOFING SYSTEMS INC,BOX 209,,BAKERSTOWN,PA,15007,31096
06,Kenneth P. Dietrich School of Arts and Sciences,6000,105740,INTEGRATED DNA TECHNOLOGIES INC,DEPT 77-3395,,CHICAGO,IL,60678-3395,31184
60,Libraries,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,31197
23,Swanson School of Engineering,6000,188320,HYSITRON INC,10025 VALLEY VIEW ROAD,,EDEN PRAIRIE,MN,55344,31250
67,Facilities Management,6000,108717,PAPER PRODUCTS CO INC,36 TERMINAL WAY,,PITTSBURGH,PA,15219,31310
67,Facilities Management,7100,203117,SCALISE INDUSTRIES CORP,PO BOX 456,,LAWRENCE,PA,15055,31351
42,Greensburg Campus,6400,102665,COLLEGE BOARD,PO BOX 910506,,DALLAS,TX,75391-0506,31415
56,V C Institutional Advancement,6400,168340,ADVISORY BOARD COMPANY,P O BOX 79461,,BALTIMORE,MD,21279-0461,31475
35,School of Medicine,7100,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,31483
92,Business Operations,7300,565501,"SCHENLEY PLACE, LP","ONE BIGELOW SQUARE, SUITE 630",,PITTSBURGH,PA,15219,31488
90,Western Psychiatric Institute and Clinic,6400,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,31525
67,Facilities Management,6000,272230,D'ADDIO FAMILY NURSERY,1900 MERCER RD,,ELLWOOD CITY,PA,16117,31543
05,Student Affairs,6000,109257,"PITTSBURGH STOP, INC",126 W ELIZABETH ST,,PITTSBURGH,PA,15207,31574
44,Bradford Campus,7100,268199,JOHNSON CONTROLS FIRE PROTECTION LP,"3120 UNIONVILLE ROAD, SUITE 400",,CRANBERRY TOWNSHIP,PA,16066,31591
42,Greensburg Campus,6700,109386,POSTMASTER,1019 N ROYAL ST,,ALEXANDRIA,VA,22314,31635
35,School of Medicine,6800,338703,FEDEX OFFICE AND PRINT CENTER INC,LOCKBOX 841198,PO BOX 672085,DALLAS,TX,75267-2085,31714
31,School of Dental Medicine,6000,110423,SEPTODONT INC,39644 TREASURY CENTER,,CHICAGO,IL,60694-9644,31726
85,School of Medicine Division Administration,7100,262448,ATLAS MECHANICAL INSULATION INC,530 BELL AVE,PO BOX 490,CARNEGIE,PA,15106-0490,31726
31,School of Dental Medicine,6000,155478,INSTRUMENTARIUM DENTAL INC,11727 FRUEHAUF DRIVE,,CHARLOTTE,NC,28273,31763
01,Chancellor,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,31772
33,School of Pharmacy,6000,388102,KEYENCE CORP OF AMERICA,669 RIVER DRIVE SUITE 403,,ELMWOOD PARK,NJ,07407,31786
05,Student Affairs,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,31824
80,Athletics,6000,146874,WOODWAY USA,EAST VINE & WOODWAY DRIVE,,HATFIELD,PA,19440,31840
05,Student Affairs,6400,615211,CULTURAL ODYSSEY,PO BOX 156620,,SAN FRANCISCO,CA,94115,31855
67,Facilities Management,6400,347715,TMA SYSTEMS LLC,PO BOX 2324,,OKLAHOMA CITY,OK,73101,31870
85,School of Medicine Division Administration,6000,111667,ULINE,PO BOX 88741,,CHICAGO,IL,60680-1741,31890
23,Swanson School of Engineering,6000,103536,DOBIL LABS INC,1661 EAST SUTTER ROAD,,GLENSHAW,PA,15116,31930
80,Athletics,7100,463196,ZE DESIGN,6520 CENTERVILLE BUSINESS PARKWAY,,CENTERVILLE,OH,45459,31955
80,Athletics,6000,414278,SYNERGY SPORTS TECHNOLOGY LLC,1004 COMMERCIAL AVE PMB264,,ANACORTES,WA,98221-4117,32000
55,UPMC Hillman Cancer Center,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,32039
92,Business Operations,7100,416127,VIRGIN CARPETS INC,1031 GILL HALL ROAD,,JEFFERSON HILLS,PA,15025,32176
35,School of Medicine,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,32189
92,Business Operations,7400,107304,MCCOY,PO BOX 776447,,CHICAGO,IL,60677,32219
87,Chief Financial Officer,6400,217402,VERTEX INC.,1031 OLD CASSETT RD,,BERWYN,PA,19312,32228
86,Sr V C Business and Operations,6400,104930,"GUARDIAN PROTECTION SERVICES, INC",650 RIDGE RD,,PITTSBURGH,PA,15205,32245
10,Sr V C and Provost,7400,111413,"THOMSON-SHORE, INC",PO BOX 75267,,BALTIMORE,MD,21275-5267,32309
67,Facilities Management,7140,104384,FRANKLIN INTERIORS,BOX 371161,,PITTSBURGH,PA,15251-7161,32322
35,School of Medicine,7100,366951,FUJIFILM VISUALSONICS CORP,21919 30TH DR SE,,BOTHELL,WA,98021,32340
67,Facilities Management,6000,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,32409
42,Greensburg Campus,6000,405254,KIMBERLY CONTRACTING SERVICE,421 N SECOND STREET,,WEST NEWTON,PA,15089,32457
92,Business Operations,6000,120957,VOYAGER FLEET SYSTEMS INC,PO BOX 790049,,HOUSTON,TX,77279-0049,32498
54,Office of University Counsel,6400,609560,COZEN O'CONNOR PC,7885,PO BOX 7247,PHILADELPHIA,PA,19170-7885,32500
56,V C Institutional Advancement,6400,608058,FRANK MINTON CONSULTING LLC,16538 BEACH DR NE,,LAKE FOREST PARK,WA,98155,32500
21,Katz Graduate School of Business,6400,516782,"SANTOS, MARCELA GONTIJO FERREIRA",ALAMEDA JAUAPERI 755 AP 82,,SAO PAULO,,04523-013,32585
85,School of Medicine Division Administration,6400,326530,TURFMASTER INC,1353 E HOOKSTOWN GRADE RD,,CLINTON,PA,15026,32683
35,School of Medicine,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,32703
60,Libraries,6500,106107,JOHN WILEY & SONS INC,PO BOX 416502,,BOSTON,MA,02241-6502,32708
35,School of Medicine,6400,525397,BAOBAB HEALTH TRUST,"PO BOX 31797 OFF LIKUNI, BARRON AVE STRE","AREA 3, PLOT #13 LILONGWE",LILONGWE,,MALAWI,32725
92,Business Operations,7400,110208,SAMSILL,4301 MANSFIELD HWY,,FORT WORTH,TX,76119,32747
41,Johnstown Campus,7100,111536,TRANE,PO BOX 406469,,ATLANTA,GA,30384-6469,32762
80,Athletics,6400,217340,WINDSWEPT PROMOTIONS,4371 ROUTE 30,,LATROBE,PA,15650,32976
92,Business Operations,7100,472698,KING-KIRSCH MOTOR CO INC,6TH & WASHINGTON ST,,BRADDOCK,PA,15104,33011
92,Business Operations,7400,120851,VANTAGE CUSTOM CLASSICS INC,100 VANTAGE DR,,AVENEL,NJ,07001,33114
24,School of Law,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,33161
92,Business Operations,7135,441140,ENVIRO CLEAN LLC,110 ALEXANDER DRIVE,,MCMURRAY,PA,15317,33200
55,UPMC Hillman Cancer Center,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,33203
85,School of Medicine Division Administration,7100,346031,THERMO ELECTRON NORTH AMERICA LLC,PO BOX 742775,,ATLANTA,GA,30374-2775,33291
35,School of Medicine,6000,109066,PHENOMENEX INC,PO BOX 749397,,LOS ANGELES,CA,90074-9397,33292
05,Student Affairs,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,33298
31,School of Dental Medicine,6000,100011,3M UNITEK,PO BOX 601095,,CHARLOTTE,NC,28260-1095,33323
61,Computing Services & Systems Development,6400,543710,HIGHPOINT TECHNOLOGY SOLUTIONS INC,"2332 GALIANO STREET, 2ND FLR",,CORAL GABLES,FL,33134,33324
01,Chancellor,6400,576890,EDELMAN,200 EAST RANDOLPH DRIVE,,CHICAGO,IL,60601,33334
41,Johnstown Campus,6000,487952,BSN SPORTS INC,1180-A CALIFORNIA AVE,,CORONA,CA,92881,33408
39,School of Health & Rehabilitation Sciences,6000,235050,PEL SUPPLY CO,PO BOX 638296,,CINCINNATI,OH,45263-8296,33414
35,School of Medicine,7100,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,33544
10,Sr V C and Provost,6400,561577,VIRTUSALES INTERNATIONAL LIMITED,THIRD FLOOR SHERIDAN HOSUE,112-114 WESTERN ROAD,BRIGHTON,,BN3 1DD,33569
92,Business Operations,7100,102407,CHEMWAY,PO BOX 10913,,PITTSBURGH,PA,15236,33588
23,Swanson School of Engineering,6000,602102,SURFACE SCIENCE INTEGRATION,3308 PRESTON ROAD SUITE 350-211,,PLANO,TX,75093,33600
61,Computing Services & Systems Development,6400,459879,COMPUGROUP TECHNOLOGIES LLC,1928 COCHRAN ROAD,,PITTSBURGH,PA,15220,33750
67,Facilities Management,7100,568960,DECKMAN CONTROL SYSTEMS INC,1200 CUDDY LANE,,CUDDY,PA,15031,33855
31,School of Dental Medicine,6000,121325,KAVO DENTAL,11727 FRUEHAUF DRIVE,,CHARLOTTE,NC,28273,33965
30,Sr V C Health Sciences,6500,552265,EVIDENCE PARTNERS INC,9 WICK CRESCENT,,OTTAWA,,K1J 7H1,34000
85,School of Medicine Division Administration,6000,102368,CHARLES RIVER LABORATORIES INC,PO BOX 3869,,BOSTON,MA,02241,34005
23,Swanson School of Engineering,6800,123585,FORWARD LITHOGRAPHY,5840 FORWARD AVE,,PITTSBURGH,PA,15217,34103
87,Chief Financial Officer,6400,477422,RELIANT CAPITAL SOLUTIONS LLC,750 CROSS POINTE RD,SUITE G,GAHANNA,OH,43230,34123
01,Chancellor,6400,608709,"BECKER, REIKO Y",200 OPHELIA ST,,PITTSBURGH,PA,15213,34125
31,School of Dental Medicine,6000,391381,"LEAD TECHNOLOGIES, INC.",1201 GREENWOOD CLIFF SUITE 400,,CHARLOTTE,NC,28202,34200
80,Athletics,6400,520298,"ALL ABOUT MASSAGE AND WELLNESS, LLC","501 VALLEYBROOK ROAD, SUITE 206",,MCMURRAY,PA,15317,34241
67,Facilities Management,7100,440052,SIEMENS INDUSTRY INC,6435 VIRGINIA MANOR ROAD,,BELTSVILLE,MD,20705,34298
92,Business Operations,7100,106133,JOHNSTONE SUPPLY,5407 PROGRESS BLVD,,BETHEL PARK,PA,15102,34459
92,Business Operations,7400,364113,VF OUTDOOR LLC,13911 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,34465
39,School of Health & Rehabilitation Sciences,7140,111309,TEDCO CONSTRUCTION CORP,TEDCO PLACE,,CARNEGIE,PA,15106,34492
41,Johnstown Campus,7100,188777,WEST CENTRAL EQUIPMENT,170 PITTSBURGH ROAD,,BUTLER,PA,16001,34536
67,Facilities Management,6000,129173,BURKE & MICHAEL INC,833 BEECH AVE,,PITTSBURGH,PA,15233,34544
92,Business Operations,6400,466349,RIDE SYSTEMS INC,209 N STATE ST SUITE B BOX 68,,MORGAN,UT,84050,34545
06,Kenneth P. Dietrich School of Arts and Sciences,6400,110437,SERVICE EQUIPMENT CO INC,PO BOX 4180,10 BEN AVON HEIGHTS RD,PITTSBURGH,PA,15202,34546
05,Student Affairs,6400,575763,ADKISSON CONSULTANTS INC,3901 GENERAL ELECTRIC ROAD SUITE 4,,BLOOMINGTON,IL,61704-4195,34578
23,Swanson School of Engineering,6000,107833,MSC INDUSTRIAL SUPPLY COMPANY,2025 ONTARIO STREET,KEY BANK-MAIL STOP OH-01-00-0511,CLEVELAND,OH,44115,34586
92,Business Operations,7400,151006,WORLD COURIER INC,P O BOX 62277,,BALTIMORE,MD,21264-2277,34598
42,Greensburg Campus,6400,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,34750
92,Business Operations,6000,195353,#1 COCHRAN AUTOMOTIVE,#1 COCHRAN COLLISION OF GREENSBURG,1 COCHRAN LANE,GREENSBURG,PA,15601,34781
85,School of Medicine Division Administration,7100,105631,INDUSTRIAL PUMP AND MOTOR REPAIR,1642 BUTLER PLANK RD,PO BOX 255,GLENSHAW,PA,15116,34802
92,Business Operations,7400,110577,SIGNS PLUS,1342 GREENBAG RD,,MORGANTOWN,WV,26508,34820
92,Business Operations,7400,381894,ICM DISTRIBUTING CO INC,PO BOX 74075,,CLEVELAND,OH,44194,34845
10,Sr V C and Provost,6400,110968,STANFORD UNIVERSITY,DEPT OF COMPUTER SCIENCE,353 SERRA MALL,STANFORD,CA,94305,35000
55,UPMC Hillman Cancer Center,6000,608929,ADMINFORMATICS LLC,2607 WOODRUFF ROAD SUITE E-538,,SIMPSONVILLE,SC,29681,35000
80,Athletics,7100,149494,MASCARO CONSTRUCTION CO LP,1501 REEDSDALE ST,SUITE 202,PITTSBURGH,PA,15233,35000
80,Athletics,6000,553838,VIZTEK STUDIOS LLC,14815 S 7TH PLACE,,PHOENIX,AZ,85048,35000
67,Facilities Management,6400,618817,MOTT MACDONALD LLC,111 WOOD AVE SOUTH,,ISELIN,NJ,08830,35000
35,School of Medicine,6000,246565,ADVANCED CLUSTERING TECHNOLOGIES INC,1818 LINN ST,,KANSAS CITY,NO,64116,35105
92,Business Operations,6400,183261,T2 SYSTEMS INC,"5250 E. US 36, SUITE 850",,AVON,IN,46123,35154
35,School of Medicine,7100,242608,QUALITY REPAIR SERVICES LLC,PO BOX 18235,,PITTSBURGH,PA,15236,35171
86,Sr V C Business and Operations,6000,146960,MARKL SUPPLY CO INC,4029 PERRYSVILLE AVENUE,,PITTSBURGH,PA,15214-1598,35177
44,Bradford Campus,6400,157055,BLACKBOARD INC,22601 NORTH 19 AVE,SUITE 200,PHOENIX,AZ,85027,35179
92,Business Operations,6400,422381,NEOPOST USA INC,25880 NETWORK PLACE,,CHICAGO,IL,60673-1258,35209
30,Sr V C Health Sciences,6500,606329,GENEXPLAIN GMBH,AM EXER 10B,,WOLFENBUTTEL,,38302,35280
06,Kenneth P. Dietrich School of Arts and Sciences,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,35300
61,Computing Services & Systems Development,6400,547590,FORERUNNER TECHNOLOGIES INC,1430-A CHURCH ST,,BOHEMIA,NY,11716,35349
92,Business Operations,7000,103658,DUQUESNE LIGHT COMPANY,PO BOX 830012,,BALTIMORE,MD,21283-0012,35388
05,Student Affairs,6400,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,35417
06,Kenneth P. Dietrich School of Arts and Sciences,6000,111524,T R LAST CO INC,BOX 142 BAKERSTOWN RD,,GIBSONIA,PA,15044,35529
10,Sr V C and Provost,7400,111810,UNIVERSITY OF CHICAGO PRESS,PO BOX 37005,,CHICAGO,IL,60637,35575
67,Facilities Management,7100,107335,MCKAMISH INC,50 55TH ST,,PITTSBURGH,PA,15201,35604
30,Sr V C Health Sciences,6500,109931,RITTENHOUSE BOOK DISTRIBUTORS INC,511 FEHELEY DR,,KING OF PRUSSIA,PA,19406-6655,35614
23,Swanson School of Engineering,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,35622
80,Athletics,6000,106168,JOSTENS INC,PO BOX 101097,,ATLANTA,GA,30392,35635
06,Kenneth P. Dietrich School of Arts and Sciences,6000,598082,MILESTONE INC,25 CONTROLS DRIVE,,SHELTON,CT,06484,35692
30,Sr V C Health Sciences,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,35706
55,UPMC Hillman Cancer Center,6000,430256,SELLECK CHEMICALS LLC,7676 PHOENIX DR,SUITE 1411,HOUSTON,TX,77030,35707
44,Bradford Campus,7400,364113,VF OUTDOOR LLC,13911 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,35851
78,Learning Research & Development Center,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,35921
35,School of Medicine,7100,174976,COHERENT INC,12789 EARHART AVE,,AUBURN,CA,95602,35940
31,School of Dental Medicine,6900,100750,AMERICAN STUDENT DENTAL ASSN,211 E CHICAGO AVE,STE 840,CHICAGO,IL,60611,35970
01,Chancellor,6000,216224,PUGLIESE ASSOCIATES INC,500 NORTH THIRD ST,9TH FL,HARRISBURG,PA,17101,36000
35,School of Medicine,6400,402422,VECK CORPORATION,5777 S PAINTED CANYON DR,,GREEN VALLEY,AZ,85614,36000
10,Sr V C and Provost,6700,111810,UNIVERSITY OF CHICAGO PRESS,PO BOX 37005,,CHICAGO,IL,60637,36063
61,Computing Services & Systems Development,7100,441872,"RENMARK, INC",9800A MCKNIGHT ROAD,#303,PITTSBURGH,PA,15237,36125
85,School of Medicine Division Administration,7400,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,36231
10,Sr V C and Provost,6400,559545,UNOFFICIAL CARDBOARD INC,321 NORTH CLARK STREET,SUITE 500,CHICAGO,IL,60654,36276
01,Chancellor,7400,509268,MEDIAPLANET PUBLISHING HOUSE,30 WEST 22ND ST STE 2W,,NEW YORK,NY,10010,36375
94,School of Computing and Information,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,36407
60,Libraries,6500,295218,EUROMONITOR INTERNATIONAL INC,122 S MICHIGAN AVE,SUITE 810,CHICAGO,IL,60603,36470
35,School of Medicine,6000,118953,SIGMA-ALDRICH INC,PO BOX 535182,,ATLANTA,GA,30353-5182,36526
35,School of Medicine,6000,163005,MEDLINE INDUSTRIES INC,ONE MEDLINE PLACE,,MUNDELEIN,IL,60060-4486,36576
67,Facilities Management,7135,109740,RECREATION RESOURCE INC,PO BOX 371,,KENNETT SQUARE,PA,19348,36679
06,Kenneth P. Dietrich School of Arts and Sciences,6000,108046,NATIONAL INSTRUMENTS CORP,6504 BRIDGE POINT PARKWAY,,AUSTIN,TX,787305039,36732
67,Facilities Management,6000,613485,CORE MANAGEMENT SERVICES LLC,PO BOX 302,,VESTAL,NY,13851,36750
80,Athletics,6000,551423,"DJO, LLC",P.O. BOX 650777,,DALLAS,TX,75265,36837
55,UPMC Hillman Cancer Center,7100,302470,ILLUMINA INC,12864 COLLECTION CENTER DR,,CHICAGO,IL,60693,36884
41,Johnstown Campus,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,36921
41,Johnstown Campus,7135,556495,SERVPRO OF EBENSBURG & INDIANA COUNTY,6733 ADMIRAL PERRY  HWY,,LORETTO,PA,15940,37065
61,Computing Services & Systems Development,6400,604814,MULESOFT INC,77 GEARY STREET SUITE 400,,SAN FRANCISCO,CA,94108,37078
67,Facilities Management,7135,534511,ABM ELECTRICAL POWER SOLUTIONS LLC,PO BOX 419860,,BOSTON,MA,02241-9860,37179
92,Business Operations,7000,495406,OAK HILL COMMON LLC,150 MT VERNON ST STE 520,CORCORAN JENNISON MGMT CO,DORCHESTER,MA,02125,37293
79,Business Affairs,6400,429752,HURON CONSULTING SERVICES LLC,4795 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,37316
42,Greensburg Campus,7400,194223,PEARSON EDUCATION,PO BOX 409479,,ATLANTA,GA,30384-9479,37349
30,Sr V C Health Sciences,6500,106107,JOHN WILEY & SONS INC,PO BOX 416502,,BOSTON,MA,02241-6502,37436
41,Johnstown Campus,6000,112698,XEROX CORP,PO BOX 904099,,CHARLOTTE,NC,28290-4099,37482
10,Sr V C and Provost,6400,481219,CITRIN CONSULTING,130 CHAPEL HARBOR DRIVE,,PITTSBURGH,PA,15238,37500
35,School of Medicine,6000,439926,"SYNERGY MEDIA GROUP, LLC",152 BIRCHWOOD WAY,,IRWIN,PA,15642,37556
23,Swanson School of Engineering,6000,106508,KURT J LESKER CO,1515 WORTHINGTON AVE,,CLAIRTON,PA,15025,37556
44,Bradford Campus,7100,201869,PURE TECH LLC,50 DAVIS ST,,BRADFORD,PA,16701-0000,37673
80,Athletics,6400,618327,LAZ PARKING MID ATLANTIC LLC,LAZ PARKING,PO BOX 759228,BALTIMORE,MD,21275-9228,37800
44,Bradford Campus,7400,107281,MBS TEXTBOOK EXCHANGE INC,PO BOX 637,,COLUMBIA,MO,65205,37897
