RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,Szipcode,Amount,
41,Johnstown Campus,6000,156890,HOMER R SLEEK AND SONS INC,132 MOSSY LANE,,JOHNSTOWN,PA,15905,17611,
03,Sr V C Research,6400,443879,K&L GATES LLP,PO BOX 844255,,BOSTON,MA,02284,17616,
44,Bradford Campus,7100,610258,FRED L BURNS INC,269 MCCLAIN WATSON ROAD,,SHIPPENVILLE,PA,16254,17626,
34,Graduate School of Public Health,6000,611538,GETINGE USA SALES LLC,PO BOX 775436,,CHICAGO,IL,60677-5436,17651,
42,Greensburg Campus,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,17674,
55,UPMC Hillman Cancer Center,6000,637413,KS MANUFACTURING CO INC,4561 PEOPLES RD,,PITTSBURGH,PA,15237,17683,
41,Johnstown Campus,6000,313556,"MCKELVEY OIL CO., INC",447 EISENHOWER BLVD,,JOHNSTOWN,PA,15904,17703,
23,Swanson School of Engineering,6000,136824,3D SYSTEMS INC,PO BOX 534963,,ATLANTA,GA,30353-4963,17712,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,219081,ONSET COMPUTER CORP.,470 MACARTHUR BLVD,,BOURNE,MA,02532,17720,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,17734,
92,Business Operations,7100,233807,HAPCHUK INC,226 RANKIN ROAD,,WASHINGTON,PA,15301,17734,
24,School of Law,6800,436404,RR DONNELLEY,PO BOX 538602,,ATLANTA,GA,30353-8602,17746,
55,UPMC Hillman Cancer Center,6000,106302,KELLY DRY ICE CO INC,590 JACKS RUN RD,,PITTSBURGH,PA,15202,17766,
67,Facilities Management,6000,607130,APCO GRAPHICS INC,388 GRANT ST SE,,ATLANTA,GA,30312-2227,17777,
60,Libraries,6500,102449,CHINA NATIONAL PUBLICATIONS IMPORT & EXP,PO BOX 782,"504 AN HUA LI, AN DING MEN WAI",BEIJING,,100011,17778,
55,UPMC Hillman Cancer Center,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,17780,
44,Bradford Campus,6000,311515,BISETT BUILDING CENTER,PO BOX 196,,BRADFORD,PA,16701,17853,
39,School of Health & Rehabilitation Sciences,6000,247656,AUDIO TECHNOLOGY SPECIALISTS,524 CHERRY LANE,,JOHNSTOWN,PA,15904,17858,
92,Business Operations,6400,347715,TMA SYSTEMS LLC,PO BOX 2324,,OKLAHOMA CITY,OK,73101,17885,
32,School of Nursing,6900,144765,COUNCIL ON ACCREDITATION,NURSE ANESTHESIA EDUCATION PROGRAM,222 SOUTH PROSPECT AVE,PARK RIDGE,IL,60068-6010,17896,
10,Sr V C and Provost,6400,162035,BLACKBAUD INC,PO BOX 105090,,ATLANTA,GA,30348-5090,17900,
89,VC Human Resources,6400,600075,"MIRANDA-EVANS, VALETTA L",600 BRILL CT,,NEWARK,DE,19711,17902,
42,Greensburg Campus,6000,575439,APR SUPPLY CO. INC,1152 GARDEN STREET,,GREENSBURG,PA,15601,17910,
85,School of Medicine Division Administration,6000,257630,UNIVERSAL MEDICAL INC,14 PERRY DRIVE,UNIT A,FOXBORO,MA,02035,17930,
67,Facilities Management,6000,102496,CINTAS CORP,40 ABELE RD,,BRIDGEVILLE,PA,15017,17940,
67,Facilities Management,6000,157600,HAJOCA CORP,850 HORNER STREET,,JOHNSTOWN,PA,15901,17952,
25,Graduate School of Public & International Affairs,6600,367440,WINDSTREAM,PO BOX 9001908,,LOUISVILLE,KY,40290-1908,17980,
80,Athletics,6400,223227,UNIVERSITY OF NORTH CAROLINA AT WILMINGT,601 S COLLEGE ROAD,DIRECTOR OF ACCOUNTING,WILMINGTON,NC,28403-3297,18000,
21,Katz Graduate School of Business,6000,482522,BOARDEX LLC,330 MADISON AVENUE,SUITE 634,NEW YORK,NY,10017,18000,
61,Computing Services & Systems Development,6000,185067,PENGUIN COMPUTING,16759 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693,18026,
01,Chancellor,6400,624746,ALTIAN LLC,45 CRAIGHEAD ST,,PITTSBURGH,PA,15211,18035,
92,Business Operations,7400,105788,INTERNATIONAL BOOK IMPORT SERVICE INC,161 MAIN ST,PO BOX 8188,LYNCHBURG,TN,37352-8188,18038,
10,Sr V C and Provost,7400,111810,UNIVERSITY OF CHICAGO PRESS,PO BOX 37005,,CHICAGO,IL,60637,18042,
86,Sr V C Business and Operations,6400,102782,COMPREHENSIVE INDUSTRIAL HYGIENE SERVICE,UPARC,1065 WILLIAM PITT WAY,PITTSBURGH,PA,15238,18114,
85,School of Medicine Division Administration,6400,117398,OFMS INC DBA INSITE,336 Main Street,,Cambridge,MA,02142-1014,18120,
60,Libraries,6500,140850,COMPANY OF BIOLOGISTS LTD,BIDDER BLDG,140 COWLEY ROAD,CAMBRIDGE,,CB4 0DL,18121,
10,Sr V C and Provost,6400,312857,"PESCURIC, ALICE J",75 BRADFORD AVE,,PITTSBURGH,PA,15205-3140,18168,
80,Athletics,6000,286198,WILSON SPORTING GOODS,PO BOX 3135,,CAROL STREAM,IL,60132-3135,18183,
90,Western Psychiatric Institute and Clinic,6000,334042,SCIENTIFICA LTD,9 TRENTON LAKEWOOD RD SUITE 5,,CLARKSBURG,NJ,08510,18206,
92,Business Operations,6400,616970,REALPAGE INC,PO BOX 11407,,BIRMINGHAM,AL,35246-5575,18223,
80,Athletics,6000,407812,SUN BOWL ASSN,4150 PINNACLE ST,STE 100,EL PASO,TX,79902,18240,
41,Johnstown Campus,7100,162441,HOBART SALES AND SERVICE,400 SOUTH GREENWOOD ROAD,,ALTOONA,PA,16602,18256,
55,UPMC Hillman Cancer Center,6000,119466,ATCC,PO BOX 76349,AMERICAN TYPE CULTURE COLLECTIONS,BALTIMORE,MD,21275-6349,18267,
79,Business Affairs,6400,601283,CONDUENT HR CONSULTING LLC,PO BOX 202617,,DALLAS,TX,75320-2617,18269,
67,Facilities Management,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,18273,
60,Libraries,6400,156641,SANTOM UPHOLSTERY AND REFINISHING,371 ROCHESTER ROAD,,PITTSBURGH,PA,15237-0000,18277,
67,Facilities Management,7100,147163,MOTION INDUSTRIES INC,1605 ALTON RD (35210),PO BOX 1477,BIRMINGHAM,AL,35201,18277,
21,Katz Graduate School of Business,6000,115786,HARVARD BUSINESS SCHOOL PUBLISHING,60 HARVARD WAY,BOX 230-5,BOSTON,MA,02163-1001,18295,
30,Sr V C Health Sciences,6500,433837,MYJOVE CORPORATION,PO BOX 984001,,BOSTON,MA,02298-4001,18300,
85,School of Medicine Division Administration,6000,559483,ENVIGO RMS LLC,PO BOX 2485,,BURLINGTON,NC,27216,18301,
31,School of Dental Medicine,6000,102710,COLTENE WHALEDENT INC,1002 FIELD ST NW,,CANTON,OH,44709,18301,
35,School of Medicine,6000,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,18305,
24,School of Law,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,18335,
26,School of Social Work,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,18346,
55,UPMC Hillman Cancer Center,6000,220105,CELL SIGNALING TECHNOLOGY,PO BOX 3843,,BOSTON,MA,02241-3843,18475,
31,School of Dental Medicine,6000,496285,EXAMSOFT WORLDWIDE INC,3600 FAU BLVD SUITE 205,,BOCA RATON,FL,33431,18485,
85,School of Medicine Division Administration,7100,268199,JOHNSON CONTROLS FIRE PROTECTION LP,"3120 UNIONVILLE ROAD, SUITE 400",,CRANBERRY TOWNSHIP,PA,16066,18500,
80,Athletics,6000,135124,VARSITY SPIRIT FASHIONS,204 BARTON STREET,,EBENSBURG,PA,15931,18535,
92,Business Operations,6000,648846,RTC INDUSTRIES INC,1045 PAYSPEHERE CIRCLE,,CHICAGO,IL,60674,18535,
85,School of Medicine Division Administration,6400,111814,UNIVERSITY OF COLORADO,UCHSC,OFFICE OF GRANTS & CONTRACTS,AURORA,CO,80045,18567,
35,School of Medicine,7100,110437,SERVICE EQUIPMENT CO INC,PO BOX 4180,10 BEN AVON HEIGHTS RD,PITTSBURGH,PA,15202,18573,
80,Athletics,6000,628341,OWENS RECOVERY SCIENCE,PO BOX 792190,,SAN ANTONIO,TX,78279,18583,
67,Facilities Management,7135,556067,FAIRFIELD LANDSCAPING,102 CECIL HENDERSON ROAD,,CANONSBURG,PA,15317,18585,
67,Facilities Management,7100,111536,TRANE US INC,PO BOX 406469,,ATLANTA,GA,30384-6469,18586,
23,Swanson School of Engineering,6000,119301,WORKSCAPE INC,KNOLL C/O WORKSCAPE,PO BOX 277778,ATLANTA,GA,30384-7778,18594,
01,Chancellor,6900,100565,AMERICAN COUNCIL ON EDUCATION,PO BOX 418762,MEMBERSHIP DEPT,BOSTON,MA,02241-8762,18621,
44,Bradford Campus,6400,378422,INTERNATIONAL WAXES INC,BOX 56A,45 ROUTE 446,SMETHPORT,PA,16749-5413,18659,
85,School of Medicine Division Administration,7100,542647,AGENA BIOSCIENCE INC,3565 GENERAL ATOMICS CT,,SAN DIEGO,CA,92121,18667,
35,School of Medicine,6000,372326,HIGH AVAILABLITY INC,600 MARKET ST SUITE 210,,CHANHASSEN,MN,55317,18672,
31,School of Dental Medicine,6000,460702,ZENDESK INC,DEPT CH 19895,,PALATINE,IL,60055-9895,18682,
67,Facilities Management,6000,103285,DAVIS-FETCH CORP OF PENNSYLVANIA,743 ROSS AVE,,PITTSBURGH,PA,15221,18783,
60,Libraries,6500,451286,IBISWORLD INC,11755 WILSHIRE BLVD 11TH FL,ACCOUNTS RECEIVABLE,LOS ANGELES,CA,90025,18800,
67,Facilities Management,7100,588538,INTERPHASE MATERIALS INC,370 WILLIAM PITT WAY,BUILDING A4 ROOM 323,PITTSBURGH,PA,15238,18800,
31,School of Dental Medicine,7400,112453,WHIP MIX CORP,1730 E PROSPECT RD SUITE 101,,FORT COLLINS,CO,80525,18801,
60,Libraries,6500,340185,LEXICON KSIEGARNIA WYSYLKOWA MACIEJ WOLI,UL KIELECKA 16M 4,,WARSAW,,02-550,18840,
67,Facilities Management,6000,104845,GRAYBAR ELECTRIC COMPANY,12444 COLLECTIONS CTR DR,,CHICAGO,IL,60693-2444,18874,
60,Libraries,6400,267021,BIOMED CENTRAL LIMITED,P.O. BOX 120 141,,BERLIN,,14302,18883,
61,Computing Services & Systems Development,6400,628743,ATTUNITY INC,70 BLANCHARD RD STE 403,FLR4,BURLINGTON,MA,01803,18900,
30,Sr V C Health Sciences,6400,571847,"THIRDRIVER PARTNERS, LLC",6955 THOMAS BLVD,,PITTSBURGH,PA,15208,18904,
15,College of General Studies,6400,623504,HUWAR MARKETING & MEDIA SERVICES,106 BLACK OAK DR,,CHESWICK,PA,15024,18921,
42,Greensburg Campus,6800,223796,"LAUREL VALLEY GRAPHICS, INC",PO BOX 498,,LATROBE,PA,15650,18935,
80,Athletics,6400,138672,"LANDER, DAVID J",6007 WEST GROVE CIR,,GIBSONIA,PA,15044,18938,
90,Western Psychiatric Institute and Clinic,7100,183050,LEICA MICROSYSTEMS INC,2345 WAUKEGAN ROAD,,BANNOCKBURN,IL,60015,18945,
85,School of Medicine Division Administration,6000,439201,ZOHO CORPORATION,PO BOX 742760,,LOS ANGELES,CA,90074-2760,18951,
92,Business Operations,7400,106698,LEGACY ATHLETIC,100 CUMMINGS CTR,SUITE 222C,BEVERLY,MA,01915,18997,
61,Computing Services & Systems Development,6400,638068,IDATA INCORPORATED,1908 MOUNT VERNON AVE 2ND FLOOR,,ALEXANDRIA,VA,22301,19000,
05,Student Affairs,6400,271730,HUGHIE'S EVENT PRODUCTION SERVICES,1383 E 17TH ST,,CLEVELAND,OH,44114,19033,
67,Facilities Management,7135,122100,PENNSYLVANIA ROOFING SYSTEMS INC,BOX 209,,BAKERSTOWN,PA,15007,19044,
80,Athletics,6000,537131,RAWLINGS SPORTING GOODS,PO BOX 910212,,DALLAS,TX,75391-0212,19075,
44,Bradford Campus,6000,370520,PITNEY BOWES GLOBAL FINANCIAL SERVICES L,P O BOX 856460,,LOUISVILLE,KY,40285-6460,19080,
92,Business Operations,7400,106168,JOSTENS INC,PO BOX 101097,,ATLANTA,GA,30392,19094,
85,School of Medicine Division Administration,6000,102594,TAKARA BIO USA INC,22319 NETWORK PLACE,,CHICAGO,IL,60673-1223,19097,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,123853,LERRO CORP,400 PENN CENTER BLVD,SUITE 721,PITTSBURGH,PA,15235-0000,19101,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,624617,ADVANCED RESEARCH SYSTEMS INC,7476 INDUSTRIAL PARK WAY,,MACUNGIE,PA,18062,19154,
56,Division of Philanthropic and Alumni Engagement,6900,531221,CSPD LLC,761 OSAGE ROAD,,PITTSBURGH,PA,15243,19156,
92,Business Operations,7400,111498,TOP OF THE WORLD,PO BOX 975030,,DALLAS,TX,75397-5030,19182,
30,Sr V C Health Sciences,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,19224,
67,Facilities Management,6000,268199,JOHNSON CONTROLS FIRE PROTECTION LP,"3120 UNIONVILLE ROAD, SUITE 400",,CRANBERRY TOWNSHIP,PA,16066,19242,
01,Chancellor,7300,176128,WEBSTER APARTMENT ASSOC(S),NDC REAL ESTATE MANAGEMENT INC,4415 FIFTH AVENUE,PITTSBURGH,PA,15213,19250,
10,Sr V C and Provost,6400,111807,UNIVERSITY OF CHICAGO,PO BOX 4110,OFFICE OF THE BURSAR,CAROL STREAM,IL,60197-4110,19278,
30,Sr V C Health Sciences,6500,100549,AMERICAN COLLEGE OF PHYSICIANS,MEMBERSHIP DEPARTMENT,P O BOX 79231,BALTIMORE,MD,21279-0231,19290,
61,Computing Services & Systems Development,6900,172126,REGENTS OF THE UNIVERSITY OF MICHIGAN,3003 S STATE STREET,,ANN ARBOR,MI,48109-1287,19300,
21,Katz Graduate School of Business,6000,247932,PROQUEST,300 N ZEEB RD,PO BOX 1346,ANN ARBOR,MI,48106-1346,19300,
31,School of Dental Medicine,6000,230714,SALVIN DENTAL SPECIALTIES,3450 LATROBE DR.,,CHARLOTTE,NC,28211,19315,
67,Facilities Management,6000,108687,PALCO SALES CORP,PO BOX 262,,GREENSBURG,PA,15601,19360,
80,Athletics,6000,619245,MAKING WAVES USA LLC,600 E 11 MILE RD,,ROYAL OAK,MI,48067,19380,
67,Facilities Management,6000,137350,R C KILLIGREW COMPANY,101 CHAPEL HILL DRIVE,,PITSBURGH,PA,15238,19380,
80,Athletics,6000,307012,DEARY'S GYMNASTICS SUPPLY,17 LUCIENNE AVE,PO BOX 688,DANIELSON,CT,06239,19395,
60,Libraries,6000,118036,INTERNET2,PO BOX 7855,,ANN ARBOR,MI,48107,19400,
41,Johnstown Campus,7100,400531,MODERN ART & PLATE GLASS CO,30 CONRAD ST,,JOHNSTOWN,PA,15905,19430,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,294607,CEM CORPORATION,PO BOX 75374,,CHARLOTTE,NC,28275,19435,
56,Division of Philanthropic and Alumni Engagement,6400,102512,CITY OF PITTSBURGH,P.O. BOX 140309,ALARM PROGRAM,IRVING,TX,75014,19446,
92,Business Operations,6000,505764,MBS SERVICE CO INC,2711 WEST ASH ST,,COLUMBIA,MO,65203,19469,
44,Bradford Campus,6400,657106,NATURAL GAS SOLUTIONS NORTH AMERICA LLC,41 FISHER AVE,,BRADFORD,PA,16701,19491,
01,Chancellor,6400,136065,PROFESSIONAL SPORTS PUBLICATIONS INC,570 ELMONT RD,,ELMONT,NY,11003,19500,
86,Sr V C Business and Operations,7100,346114,SMITHS DETECTION INC,21 COMMERCE DRIVE,,DANBURY,CT,06810,19536,
87,Chief Financial Officer,6400,465469,SUMTOTAL SYSTEMS INC,2850 NW 43rd Street,Suite 200,Gainesville,FL,32606,19543,
31,School of Dental Medicine,6000,100115,ACE SURGICAL SUPPLY CO,1034 PEARL ST,PO BOX 1710,BROCKTON,MA,02301,19569,
60,Libraries,6000,102785,COMPUCOM INC,7171 FOREST LANE,,DALLAS,TX,75230,19577,
10,Sr V C and Provost,6400,637430,BEYOND THEORY TO PRACTICE LLC,6644 CADENCE BLVD,,ATLANTA,GA,30328,19602,
42,Greensburg Campus,6400,157055,BLACKBOARD INC,22601 NORTH 19 AVE,SUITE 200,PHOENIX,AZ,85027,19603,
10,Sr V C and Provost,6400,582724,"WANNEMACHER, JORDAN","23-16 BROADWAY, #1F",,ASTORIA,NY,11106,19620,
42,Greensburg Campus,6400,320366,RESIDENTIAL MANAGEMENT SYSTEMS INC,9131 ANSON WAY,SUITE 301,RALEIGH,NC,27615-5050,19630,
25,Graduate School of Public & International Affairs,6400,369356,PIPITONE GROUP,3933 PERRYSVILLE AVENUE,,PITTSBURGH,PA,15214,19631,
10,Sr V C and Provost,6400,654980,EXECUTIVE DEVELOPMENT GROUP LLC,1905-C ASHWOOD CT,,GREENSBORO,NC,27455-3012,19635,
80,Athletics,6000,459566,TEXOLVE DIGITAL INC,727 ALLEGHENY AVE,,OAKMONT,PA,15139,19668,
80,Athletics,6000,219830,TAG UP,RISCHARD MARKETING,PO BOX 714  120 SO VINE,FERGUS FALLS,MN,56538-0714,19696,
60,Libraries,6500,102448,CHINA INTERNATIONAL BOOK TRADING CORP,PO BOX 399,,BEIJING,,,19698,
39,School of Health & Rehabilitation Sciences,6000,556568,ACCREDITATION REVIEW COMMISSION ON EDUCA,"12000 FINDLEY ROAD, SUITE 275",,JOHNS CREEK,GA,30097,19700,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,117323,MCMASTER-CARR SUPPLY CO,200 AURORA INDUSTRIAL PKY,,AURORA,OH,44202-8087,19728,
41,Johnstown Campus,6400,277761,ALLEGHENY MOUNTAIN RESEARCH,540 JOHN STREET,PO BOX 133,SHANKSVILLE,PA,15560,19730,
55,UPMC Hillman Cancer Center,6000,400215,TERUMO BCT INC,DEPT 7087,,CAROL STREAM,IL,60122-7087,19741,
41,Johnstown Campus,7100,122095,MERVAC PLUMBING & HEATING INC,135 5TH ST,STE 2,WINDBER,PA,15963,19810,
56,Division of Philanthropic and Alumni Engagement,6400,553361,SIGNAL VINE LLC,"2016 MOUNT VERNON AVE, SUITE 208",,ALEXANDRIA,VA,22301,19830,
60,Libraries,6500,102170,CASALINI LIBRI,VIA BENEDETTO DA MAIANO 3,50014 (FIRENZE),FIESOLE,,,19845,
06,Kenneth P. Dietrich School of Arts and Sciences,7140,128373,BLT CONTRACTING INC,1718 MT NEBO ROAD,P O BOX 401,SEWICKLEY,PA,15143-0401,19849,
94,School of Computing and Information,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,19873,
92,Business Operations,7135,377338,PRECISION SIGN & AWNING,3 GLASS ST,,CARNEGIE,PA,15106,19913,
92,Business Operations,7400,243048,STANDARD CHAIR OF GARDNER INC,1 SOUTH MAIN ST,,GARDNER,MA,01440,19972,
34,Graduate School of Public Health,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,19976,
33,School of Pharmacy,6400,380121,"YOUNG, JONATHAN MICHAEL",211 RIVER LANDING DR #419,,DANIEL ISLAND,NC,29492,19991,
80,Athletics,6400,305912,SAINT FRANCIS UNIVERSITY,NATIONAL TELEREHABILITATION SERVICE SYST,AT EXPO,JOHNSTON,PA,15905,20000,
35,School of Medicine,6400,273931,PITTSBURGH CREMATION SERVICE,145 CEMETERY LANE,,PITTSBURGH,PA,15237,20000,
35,School of Medicine,6400,331035,CHILDREN'S HOSPITAL OF PITTSBURGH FOUNDA,3705 FIFTH AVENUE,,PITTSBURGH,PA,15213,20000,
10,Sr V C and Provost,6400,425266,LIVE YOUR DREAMS DESIGNS,2100 NORTH MAIN STREET,STUDIO B-1,LOS ANGELES,CA,90031,20000,
24,School of Law,6000,634572,144 MEDIA LLC,30 W 32RD ST APT 10C,,NEW YORK,NY,10023,20000,
42,Greensburg Campus,6700,304101,US POSTAL SERVICE (POSTAGE-BY-PHONE),CMRS-PB,PO BOX 7247-0166,PHILADELPHIA,PA,19170-0166,20000,
60,Libraries,6500,515744,BAUMAN BOOKS INC,535 MADISON AVENUE,,NEW YORK,NY,10022,20000,
60,Libraries,6900,471515,DURASPACE,9450 SW GEMINI DRIVE PMB 79059,,BEAVERTON,OR,97008,20000,
92,Business Operations,6900,108438,OAKLAND TRANSPORTATION MANAGEMENT ASSN,FORBES PAVILION,3525 FORBES AVE,PITTSBURGH,PA,15260,20000,
44,Bradford Campus,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,20004,
80,Athletics,6000,299542,MAVERICK JACKETS INC,1308 VILLAGE CREEK DR,SUITE 2000,PLANO,TX,75093,20011,
92,Business Operations,7100,313863,PSX INC,2340 HAMILTON AVE,,CLEVELAND,OH,44114,20019,
44,Bradford Campus,7100,161282,WM T SPAEDER CO INC,PO BOX 10066,,ERIE,PA,16514,20034,
90,Western Psychiatric Institute and Clinic,6000,101209,THE BAKER COMPANY INC,PO BOX 845005,,BOSTON,MA,02284-5005,20040,
21,Katz Graduate School of Business,6400,109179,PITTSBURGH BUSINESS TIMES,PO BOX 52250,,BOULDER,CO,80322-2250,20056,
42,Greensburg Campus,6000,212371,ALL-STAR PROMOTIONS,932 ST CLAIR WAY SUITE 3,,GREENSBURG,PA,15601,20076,
35,School of Medicine,6000,109066,PHENOMENEX INC,PO BOX 749397,,LOS ANGELES,CA,90074-9397,20087,
05,Student Affairs,7300,147798,THREE RIVERS ROWING ASSN,300 WATERFRONT DRIVE,,PITTSBURGH,PA,15222-4738,20100,
42,Greensburg Campus,6000,158753,QUALITY PRODUCTS & SERVICES,1212 MOSS STREET,,READING,PA,19604,20106,
35,School of Medicine,6000,106044,JEOL USA INC,PO BOX 415574,,BOSTON,MA,02241-5574,20120,
85,School of Medicine Division Administration,7135,112585,WITT PEST MANAGEMENT,3351 BIGELOW BLVD,,PITTSBURGH,PA,15219,20166,
92,Business Operations,7100,113225,WILMAR INDUSTRIES INC,PO BOX 404284,,ATLANTA,GA,30384-4284,20240,
85,School of Medicine Division Administration,6400,424913,SYNERGY STAFFING INC,100 FLEET STREET 2ND FLOOR,SUITE 200,PITTSBURGH,PA,15220,20291,
35,School of Medicine,6400,496534,CG SOFTWARE LLC,818 DUTCH HILL RD,,OAKDALE,PA,15071,20326,
92,Business Operations,6000,581234,VOMELA SPECIALTY COMPANY INC,375 URBANDALE AVE,,BENTON HARBOR,MI,49022,20337,
92,Business Operations,6400,633939,PACIFIC INSTITUTE AMERICAS LLC,12101 TUKWILA INT'L BLVD STE 330,,SEATTLE,WA,98168,20349,
24,School of Law,6900,100512,AMERICAN BAR ASSOCIATION,P.O. BOX 4745,GROUP ADMINISTRATION UNIT,CAROL STREAM,IL,60197,20400,
67,Facilities Management,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,20400,
39,School of Health & Rehabilitation Sciences,6400,611419,"JAMES, GRETCHEN HOWEY",621 BERKSHIRE DR,,PITTSBURGH,PA,15215,20400,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,20423,
86,Sr V C Business and Operations,6000,105560,IDN HARDWARE SALES INC,PO BOX 510624,,LIVONIA,MI,48151-6624,20447,
41,Johnstown Campus,7100,188777,WEST CENTRAL EQUIPMENT,170 PITTSBURGH RD,,BUTLER,PA,16001,20476,
42,Greensburg Campus,7100,422653,JASON'S CARPENTRY,165 FORT HILL ROAD,,STAHLSTOWN,PA,15687,20484,
10,Sr V C and Provost,6000,624589,STICKS INC,3631 SW 61ST ST,,DES MOINES,IA,50321,20489,
67,Facilities Management,6000,293616,"JAMES GALLERY, INC",413 SOUTH MAIN STREET,,PITTSBURGH,PA,15220,20509,
23,Swanson School of Engineering,6000,594554,FISHER UNITECH LLC,2983 SOLUTIONS CENTER,,CHICAGO,IL,60677-2009,20513,
55,UPMC Hillman Cancer Center,6000,351026,PEPROTECH INC,PO BOX 275,5 CRESCENT AVE,ROCKY HILL,NJ,08553,20540,
67,Facilities Management,6000,558750,GROWING SEASONS,700 MILLERS RUN ROAD,PO BOX 461,CUDDY,PA,15031,20540,
92,Business Operations,7100,105056,HAROLD G JONES CO,201 JOHNSON RD SUITE 204,,HOUSTON,PA,15342,20553,
55,UPMC Hillman Cancer Center,7100,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,20557,
60,Libraries,6500,473982,"MARTINEZ, ANA MARIA",LIBROS ARGENTINO,JUNIN 1270,BUENOS AIRES,,,20570,
33,School of Pharmacy,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,20579,
60,Libraries,6500,420910,CREDO REFERENCE LIMITED,316 STUART STREET,SUITE 301,BOSTON,MA,02116,20594,
05,Student Affairs,7140,353784,STEINBERGER FLOORS INC,1611 RAILROAD STREET,,HEIDELBERG,PA,15106,20600,
80,Athletics,6400,129485,PITTSBURGH MARRIOTT CITY CENTER,112 WASHINGTON PLACE,,PITTSBURGH,PA,15219,20626,
31,School of Dental Medicine,6000,149128,LABREPCO INC,101 WITMER RD,SUITE 700,HORSHAM,PA,19044,20640,
22,School of Education,6000,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,20647,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,628614,SENSORS & SOFTWARE INC,1040 STACEY CT,,MISSISSAUGA,,L4W 2X8,20648,
67,Facilities Management,6000,561781,TREE MENDOUS LLC,4373 WILDWOOD SAMPLE ROAD,,ALLISON PARK,PA,15101,20662,
41,Johnstown Campus,6000,220599,AMERICAN EAGLE SCREEN PRINT,1107 CUSHON STREET,,JOHNSTOWN,PA,15902,20664,
67,Facilities Management,7400,625405,HANES SUPPLY INC,55 JAMES E CASEY DR,,BUFFALO,NY,14206,20701,
67,Facilities Management,7135,423817,TRI STATE FLOORING INC,1206 WESTERN AVE 4TH FL,PO BOX 99187,PITTSBURGH,PA,15233,20711,
55,UPMC Hillman Cancer Center,6000,215310,INVIVOGEN,3950 SORRENTO VALLEY BLVD,SUITE 100,SAN DIEGO,CA,92121,20719,
67,Facilities Management,6000,116339,DOCUMENT SOLUTIONS INC,650 I SECO RD,,MONROEVILLE,PA,15146,20750,
57,Education-University Service Programs,6000,263042,KIMS MARTIAL ARTS & FITNESS INC,3606-3608 BROWNSVILLE ROAD,,PITTSBURGH,PA,15227,20770,
02,Secretary,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,20775,
67,Facilities Management,7400,120580,FIELDCREST STEEL CORP,1200 ARCH ST SUITE 103,,CARNEGIE,PA,15106,20800,
60,Libraries,6000,112358,WERT BOOKBINDING INC,9975 ALLENTOWN BLVD,,GRANTVILLE,PA,17028,20805,
44,Bradford Campus,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,20849,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,108046,NATIONAL INSTRUMENTS CORP,6504 BRIDGE POINT PARKWAY,,AUSTIN,TX,787305039,20889,
21,Katz Graduate School of Business,6000,385040,CENGAGE LEARNING,NORTH WAY WALWORTH BUSINESS PARK,,ANDOVER,,SP10 5BE,20891,
