year,amount,vendor_number,vendor_name,vendor_address,purchaser_department,type
2018,16185,110625,"SKYLINE DISPLAYS OF PITTSBURGH","56 SEXTON RD
MCKEES ROCKS, PA 15136","Chancellor","Purchases for Resale"
2018,16198,106698,"LEGACY ATHLETIC","100 CUMMINGS CTR
SUITE 222C
BEVERLY, MA 01915","Business Operations","Purchases for Resale"
2018,16200,546152,"EXXAT LLC","2756 PROSPECT AVE
LA CRESCENTA, CA 91214","School of Health & Rehabilitation Sciences","Supplies/Equipment"
2018,16200,364840,"PM CENTERS USA LLC","634 ALPHA DRIVE
PITTSBURGH, PA 15238-2802","Katz Graduate School of Business","Professional Services"
2018,16227,374461,"EXAN ENTERPRISES, INC","218 MAIN STREET #475
KIRKLAND, WA 98033","School of Dental Medicine","Professional Services"
2018,16236,308555,"BLICK ART MATERIALS","P O BOX 26
ALLENTOWN, PA 18105","Business Operations","Purchases for Resale"
2018,16236,175167,"AMERICAN SOCIETY OF CIVIL ENGINEERS","PO BOX 79162
BALTIMORE, MD 21279-0162","Libraries","Library Acquisitions"
2018,16252,246134,"MR NYREN COMPANY","600 ACADEMY DR STE 110
NORTHBROOK, IL 60062","Business Operations","Supplies/Equipment"
2018,16284,391345,"ESPRESSO SOLUTIONS INC","1200 LEBANON RD SUITE B
WEST MIFFLIN, PA 15122","Business Operations","Routine Maintenance"
2018,16293,242801,"MCKESSON MEDICAL SURGICAL INC","PO BOX 933027
ATLANTA, GA 31193-3027","School of Health & Rehabilitation Sciences","Supplies/Equipment"
2018,16296,496285,"EXAMSOFT WORLDWIDE INC","3600 FAU BLVD SUITE 205
BOCA RATON, FL 33431","School of Law","Supplies/Equipment"
2018,16350,492426,"PASSPORT CAREER LLC","12235 WYE OAK COMMONS CIRCLE
BURKE, VA 22015","Student Affairs","Supplies/Equipment"
2018,16364,110437,"SERVICE EQUIPMENT CO INC","PO BOX 4180
10 BEN AVON HEIGHTS RD
PITTSBURGH, PA 15202","Kenneth P. Dietrich School of Arts and Sciences","Routine Maintenance"
2018,16369,102665,"COLLEGE BOARD","PO BOX 910506
DALLAS, TX 75391-0506","Johnstown Campus","Professional Services"
2018,16376,562448,"SITEONE LANDSCAPE SUPPLY LLC","24110 NETWORK PLACE
CHICAGO, IL 60673-1241","Facilities Management","Supplies/Equipment"
2018,16421,187422,"FEI COMPANY","2718 PAYSPHERE CIR
CHICAGO, IL 60674","Kenneth P. Dietrich School of Arts and Sciences","Routine Maintenance"
2018,16427,202754,"DAGOSTINO ELECTRONICS SERVICES INC","2891 BANKSVILLE ROAD
PITTSBURGH, PA 15216-0000","School of Medicine Division Administration","Routine Maintenance"
2018,16437,112227,"WAL-MART STORES","PO BOX 530922
DEPT 87
ATLANTA, GA 30353-0922","Bradford Campus","Supplies/Equipment"
2018,16444,101243,"B&H PHOTO VIDEO","119 WEST 17TH STREET
NEW YORK, NY 10011","Johnstown Campus","Supplies/Equipment"
2018,16478,433636,"AUTOMATED LOGIC - PITTSBURGH","ALC PENNSYLVANIA
LOCKBOX 742630
ATLANTA, GA 30374-2630","Facilities Management","Routine Maintenance"
2018,16490,102079,"CARDELLO ELECTRIC SUPPLY","20560 ROUTE 19
CRANBERRY TWP, PA 16066","Business Operations","Facility Operating Costs"
2018,16500,551373,"RELATIONSHIP SCIENCE LLC","909 3RD AVE, 18TH FLOOR
NEW YORK, NY 10022","V C Institutional Advancement","Professional Services"
2018,16509,100877,"APPLE COMPUTER INC","PO BOX 281877
ATLANTA, GA 30384-1877","Facilities Management","Supplies/Equipment"
2018,16525,250240,"IHEARTMEDIA, INC","P.O. BOX 406269
ATLANTA, GA 30384-6269","Katz Graduate School of Business","Professional Services"
2018,16554,346114,"SMITHS DETECTION INC","21 COMMERCE DRIVE
DANBURY, CT 06810","Sr V C Business and Operations","Routine Maintenance"
2018,16561,346031,"THERMO ELECTRON NORTH AMERICA LLC","PO BOX 742775
ATLANTA, GA 30374-2775","Facilities Management","Professional Services"
2018,16592,111646,"TUSCANO-MAHER ROOFING INC","RR 3 BOX 29
SALTBURG, PA 15681","Greensburg Campus","Routine Maintenance"
2018,16595,525784,"PANASONIC HEALTHCARE CORP OF NORTH AMERI","22968 NETWORK PLACE
CHICAGO, IL 60673-1229","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,16595,516621,"SARAH NELSEN DESIGNS LLC","704 KLEMONT AVENUE
PITTSBURGH, PA 15202","School of Medicine","Printing/Publishing"
2018,16604,537391,"OURAY SPORTSWEAR LLC","PO BOX 911963
DENVER, CO 80291","Business Operations","Purchases for Resale"
2018,16620,149128,"LABREPCO INC","101 WITMER RD
SUITE 700
HORSHAM, PA 19044","School of Medicine Division Administration","Supplies/Equipment"
2018,16628,502905,"BECK & THOMAS PC","1575 MCFARLAND ROAD
SUITE 100
PITTSBURGH, PA 15216","Office of University Counsel","Professional Services"
2018,16629,102594,"TAKARA BIO USA INC","22319 NETWORK PLACE
CHICAGO, IL 60673-1223","School of Medicine Division Administration","Supplies/Equipment"
2018,16657,108186,"NEW ENGLAND BIOLABS","32 TOZER ROAD
BEVERLY, MA 01915","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,16693,249978,"GE RICHARDS GRAPHICS SUPPLIES CO INC","928 LINKS AVE
PO BOX 339
LANDISVILLE, PA 17538","Business Operations","Purchases for Resale"
2018,16694,445063,"JOHN KRAUSE ELECTRICAL SERVICE","P.O. BOX 93
SIPESVILLE, PA 15561","Johnstown Campus","Routine Maintenance"
2018,16739,199496,"MATERIALISE USA LLC","6111 JACKSON ROAD
ANN ARBOR, MI 48103","Swanson School of Engineering","Supplies/Equipment"
2018,16747,425266,"LIVE YOUR DREAMS DESIGNS","2100 NORTH MAIN STREET
STUDIO B-1
LOS ANGELES, CA 90031","Sr V C and Provost","Professional Services"
2018,16747,220195,"OCHESTER, EDWIN F.","RD 1 BOX 174
SHELOCTA, PA 15774","Sr V C and Provost","Professional Services"
2018,16783,383164,"AT&T MOBILITY","P O BOX 6416
CAROL STREAM, IL 60197-6416","Johnstown Campus","Telephone"
2018,16800,433633,"F5 NETWORKS INC","BANK OF AMERICA
PO BOX 406097
ATLANTA, GA 30384-6097","Computing Services & Systems Development","Professional Services"
2018,16813,406597,"CHEMGLASS LIFE SCIENCES LLC","3800 NORTH MILL ROAD
VINELAND, NJ 08360","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,16837,449405,"NATIONAL CREDIT MANAGEMENT","10845 OLIVE BOULEVARD
SUITE 210
ST LOUIS, MO 63141","Chief Financial Officer","Professional Services"
2018,16849,230714,"SALVIN DENTAL SPECIALTIES","3450 LATROBE DR.
CHARLOTTE, NC 28211","School of Dental Medicine","Supplies/Equipment"
2018,16920,117398,"OFMS INC DBA INSITE","336 Main Street
Cambridge, MA 02142-1014","School of Medicine Division Administration","Professional Services"
2018,16950,481656,"ARGENT COMMERCIAL MANAGMENT LLC","1468 WEST 9TH STREET
WESTERN RESERVE BUILDING
CLEVELAND, OH 44113","School of Medicine","Facility Alterations"
2018,16954,366005,"THINKMATE","159 OVERLAND RD
WALTHAM, MA 02451-1729","Swanson School of Engineering","Supplies/Equipment"
2018,16986,353730,"ROCHESTER TECHNICAL GROUP INC","120 HALSTEAD ST
ROCHESTER, NY 14610","School of Dental Medicine","Professional Services"
2018,16997,106133,"JOHNSTONE SUPPLY","5407 PROGRESS BLVD
BETHEL PARK, PA 15102","School of Medicine Division Administration","Routine Maintenance"
2018,17000,566504,"TEKSYSTEMS INC","PO BOX 198568
ATLANTA, GA 30384","Computing Services & Systems Development","Professional Services"
2018,17000,102928,"CORNELL UNIVERSITY","LANGUAGE LEARNING CTR
TAPE SALES
ITHACA, NY 14853","Athletics","Professional Services"
2018,17000,598191,"WILLIAMS, DAMON A","4780 ASHFORD DUNWOODY RD STE A
540 PMB #130
ATLANTA, GA 30338-5504","Chancellor","Professional Services"
2018,17000,619505,"EVERFI INC","PO BOX 200034
PITTSBURGH, PA 15251-0034","Business Affairs","Professional Services"
2018,17000,469120,"WORKPLACE ANSWERS LLC","4030 W BRAKER LANE SUITE 2550
AUSTIN, TX 78759","Business Affairs","Professional Services"
2018,17025,499505,"CCP SOLUTIONS LLC","18 BEADEL STREET
BROOKLYN, NY 11222","Libraries","Supplies/Equipment"
2018,17094,102135,"CAROLINA ACADEMIC PRESS","700 KENT STREET
DURHAM, NC 27701","Business Operations","Purchases for Resale"
2018,17095,189433,"GRUNAU COMPANY","UNIT 4
BOARDMAN, OH 44512","School of Medicine Division Administration","Routine Maintenance"
2018,17108,597481,"AVT TECHNOLOGY SOLUTIONS LLC","PO BOX 844144
DALLAS, TX 75284-4144","Computing Services & Systems Development","Professional Services"
2018,17138,112798,"ZORESCO EQUIPMENT CO","1241 LOWER RODI ROAD
TURTLE CREEK, PA 15145","Business Operations","Supplies/Equipment"
2018,17140,365250,"IVOCLAR VIVADENT INC","175 PINEVIEW DR
AMHERST, NY 14228","School of Dental Medicine","Purchases for Resale"
2018,17158,149737,"BOULEVARD GLASS & METAL CO INC","2111 PENN AVENUE
PITTSBURGH, PA 15222","Business Operations","Routine Maintenance"
2018,17197,105650,"INFORMATION TECHNOLOGY WORKS INC","6340 QUADRANGLE DR
STE 150
CHAPEL HILL, NC 27514","School of Medicine","Supplies/Equipment"
2018,17198,342625,"ORACLE AMERICA INC","SUPPORT SALES AND MARKETING
20 DAVIS DRIVE
BELMONT, CA 94002","School of Medicine Division Administration","Professional Services"
2018,17213,102247,"CENTER FOR EMERGENCY MEDICINE OF WESTERN","230 MCKEE PLACE, SUITE 500
PITTSBURGH, PA 15213","School of Medicine","Professional Services"
2018,17223,303040,"PITTSBURGH STEELERS LLC","150 GAMMA DRIVE RIDC PARK
BLAWNOX, PA 15238","Sr V C and Provost","Professional Services"
2018,17253,102368,"CHARLES RIVER LABORATORIES INC","PO BOX 3869
BOSTON, MA 02241","School of Medicine","Supplies/Equipment"
2018,17281,290170,"V-SYSTEMS","128 THIRD STREET
PITTSBURGH, PA 15238","Business Operations","Routine Maintenance"
2018,17284,376590,"COMCAST","P.O. BOX 105184
ATLANTA, GA 30348-5184","Athletics","Supplies/Equipment"
2018,17288,204776,"MARSH USA, INC","P O BOX 281915
ATLANTA, GA 30384","School of Medicine","Insurance"
2018,17354,102512,"CITY OF PITTSBURGH","P.O. BOX 140309
ALARM PROGRAM
IRVING, TX 75014","Sr V C Business and Operations","Professional Services"
2018,17355,247809,"GLOBAL INDUSTRIAL EQUIPMENT","2505 MILL CENTER PKWY
BUFORD, GA 30518-3700","Swanson School of Engineering","Supplies/Equipment"
2018,17371,224447,"HULL ELECTRIC INC","PO BOX 542
BRADFORD, PA 16701","Bradford Campus","Supplies/Equipment"
2018,17390,103356,"DELL MARKETING LP","DEPT AT 40275
ATLANTA, GA 31192-0001","Facilities Management","Supplies/Equipment"
2018,17400,172126,"REGENTS OF THE UNIVERSITY OF MICHIGAN","3003 S STATE STREET
ANN ARBOR, MI 48109-1287","Computing Services & Systems Development","Professional Memberships"
2018,17409,185133,"CDW GOVERNMENT INC","75 REMITTANCE DR
SUITE 1515
CHICAGO, IL 60675-1515","Sr V C Health Sciences","Supplies/Equipment"
2018,17450,370713,"ARAMARK SERVICES INC","ARAMARK AT BRMC
116 INTERSTATE PKY
BRADFORD, PA 16701","Bradford Campus","Professional Services"
2018,17480,361371,"WOOD WASTE RECYCLING INC","111 BRIDGE STREET
BURGETTSTOWN, PA 15021","Facilities Management","Supplies/Equipment"
2018,17500,582495,"ADVANCED VISUAL SOLUTIONS","1702 BROADVIEW BLVD
NATRONA HEIGHTS, PA 15065","Athletics","Professional Services"
2018,17500,435659,"IMG COLLEGE LLC","1075 PEACHTREE ST
STE 3300
ATLANTA, GA 30309","Business Operations","Professional Services"
2018,17511,295146,"ALPHAGRAPHICS #514","6775 NW 15TH AVENUE
FORT LAUDERDALE, FL 33309","Graduate School of Public & International Affairs","Professional Services"
2018,17522,195589,"THE LONG BARN INC II","777 LOCUST STREET
BOX 356
SAINT MICHAEL, PA 15951","Johnstown Campus","Routine Maintenance"
2018,17526,331499,"FAIRMONT SAN FRANCISCO","950 MASON ST
SAN FRANCISCO, CA 94108","V C Institutional Advancement","Professional Services"
2018,17549,575201,"METTLER-TOLEDO RAININ LLC","27006 NETWORK PLACE
CHICAGO, IL 60673-1270","School of Medicine Division Administration","Supplies/Equipment"
2018,17564,340161,"FRIDAY MARKETING GROUP","413 S MAIN ST
PITTSBURGH, PA 15215","Student Affairs","Supplies/Equipment"
2018,17570,140850,"COMPANY OF BIOLOGISTS LTD","BIDDER BLDG
140 COWLEY ROAD
CAMBRIDGE,  CB4 0DL","Libraries","Library Acquisitions"
2018,17574,548545,"SPECIFIED SOLUTIONS INC","1200 CUDDY LANE
CUDDY, PA 15031","Facilities Management","Routine Maintenance"
2018,17577,109379,"PORTERSVILLE PRD LLC","2680 NEW BUTLER ROAD
NEW CASTLE, PA 16101","Facilities Management","Routine Maintenance"
2018,17588,616322,"LOCALIST CORPORATION","8484 GEORGIA AVENUE SUITE 675
SILVER SPRING, MD 20910","Chancellor","Professional Services"
2018,17620,223796,"LAUREL VALLEY GRAPHICS, INC","PO BOX 498
LATROBE, PA 15650","Greensburg Campus","Printing/Publishing"
2018,17650,192419,"WPXI TV INC","PO BOX 809291
CHICAGO, IL 60680-9291","Athletics","Professional Services"
2018,17672,112285,"WATERS TECHNOLOGIES CORP","PO BOX 101066
ATLANTA, GA 30392","School of Medicine","Supplies/Equipment"
2018,17750,592138,"THE PRINCETON REVIEW","ATTN: TPR EDUCATION LLC
26210 NETWORK PLACE
CHICAGO, IL 60673","Bradford Campus","Professional Services"
2018,17752,102600,"CM EICHENLAUB CO","PO BOX 8790
PITTSBURGH, PA 15221","Johnstown Campus","Routine Maintenance"
2018,17774,110436,"SCHAEDLER YESCO DISTRIBUTION INC","PO BOX 4990 3982 PAXTON ST
HARRISBURG, PA 17111","Facilities Management","Supplies/Equipment"
2018,17779,240436,"4IMPRINT INC","25303 NETWORK PLACE
CHICAGO, IL 60673-1253","Business Operations","Purchases for Resale"
2018,17780,440235,"THE ARMS TRUCKING CO INC","P.O. BOX 369
E. CLARIDON, OH 44033","Facilities Management","Supplies/Equipment"
2018,17780,185133,"CDW GOVERNMENT INC","75 REMITTANCE DR
SUITE 1515
CHICAGO, IL 60675-1515","Sr V C Research","Supplies/Equipment"
2018,17800,112324,"WEBSTER OFFICE ASSOCIATES","4415 5TH AVE
PITTSBURGH, PA 15213","General University","Facility Alterations"
2018,17811,106168,"JOSTENS INC","PO BOX 101097
ATLANTA, GA 30392","Business Operations","Purchases for Resale"
2018,17815,595452,"OPEN SYSTEMS PITTSBURGH LLC","740 VISTA PARK DRIVE
PITTSBURGH, PA 15205","Sr V C Business and Operations","Supplies/Equipment"
2018,17819,428510,"WITMER PUBLIC SAFETY GROUP INC","2961 NATIONAL PIKE
CHALK HILL, PA 15421","Sr V C Business and Operations","Supplies/Equipment"
2018,17838,106302,"KELLY DRY ICE CO INC","590 JACKS RUN RD
PITTSBURGH, PA 15202","UPMC Hillman Cancer Center","Supplies/Equipment"
2018,17842,105650,"INFORMATION TECHNOLOGY WORKS INC","6340 QUADRANGLE DR
STE 150
CHAPEL HILL, NC 27514","Graduate School of Public Health","Supplies/Equipment"
2018,17850,112358,"WERT BOOKBINDING INC","9975 ALLENTOWN BLVD
GRANTVILLE, PA 17028","Libraries","Supplies/Equipment"
2018,17915,318493,"PAPPY JOE CONSTRUCTION CO INC","1506 JOCKEY MOORE RD
ELLWOOD CITY, PA 16117-1602","Business Operations","Facility Operating Costs"
2018,17953,346682,"MOORE WINDOW HARDWARE","1390 FREY RD
PITTSBURGH, PA 15235","Business Operations","Routine Maintenance"
2018,17975,185133,"CDW GOVERNMENT INC","75 REMITTANCE DR
SUITE 1515
CHICAGO, IL 60675-1515","Greensburg Campus","Supplies/Equipment"
2018,18000,175415,"RIVER CITY BRASS BAND","PO BOX 6436
PITTSBURG, PA 15212","Johnstown Campus","Professional Services"
2018,18000,439721,"OVERDRIVE INC","PO BOX 72117
CLEVELAND, OH 44192-0002","Libraries","Library Acquisitions"
2018,18000,159051,"S KARGER AG","ALLSCHILERSTRASSE 10
BASEL,  CH-4009","Sr V C Health Sciences","Library Acquisitions"
2018,18000,482522,"BOARDEX LLC","330 MADISON AVENUE
SUITE 634
NEW YORK, NY 10017","Katz Graduate School of Business","Supplies/Equipment"
2018,18036,385040,"CENGAGE LEARNING","NORTH WAY WALWORTH BUSINESS PARK
ANDOVER,  SP10 5BE","Katz Graduate School of Business","Supplies/Equipment"
2018,18040,616625,"QUANTUM MICROWAVE COMPONENTS LLC","759 CHIEF JUSTICE CUSHING HWY
STE 382
COHASSET, MA 02025","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,18052,380121,"YOUNG, JONATHAN MICHAEL","211 RIVER LANDING DR #419
DANIEL ISLAND, NC 29492","School of Pharmacy","Professional Services"
2018,18054,111373,"THERMOFLO EQUIPMENT CO INC","3233 BABCOCK BLVD
PITTSBURGH, PA 15237","School of Medicine Division Administration","Routine Maintenance"
2018,18066,111351,"TF CAMPBELL CO INC","1521 SAW MILL RUN BLVD
PITTSBURGH, PA 15210","Facilities Management","Supplies/Equipment"
2018,18072,607733,"PITTSBURGH CONTROLS AND CONSULTING","100 VILLANI DRIVE
BRIDGEVILLE, PA 15017","School of Medicine Division Administration","Routine Maintenance"
2018,18079,319308,"SPARK FUN ELECTRONICS","6175 LONGBOW DR
SUITE 200
BOULDER, CO 80301","Swanson School of Engineering","Supplies/Equipment"
2018,18080,451286,"IBISWORLD INC","11755 WILSHIRE BLVD 11TH FL
ACCOUNTS RECEIVABLE
LOS ANGELES, CA 90025","Libraries","Library Acquisitions"
2018,18090,558092,"SUMMIT ATHLETIC MEDIA","11050 CEDAR WALK LANE
CHARLOTTE, NC 28277","Athletics","Professional Services"
2018,18107,105965,"JACKSON LABORATORY","600 MAIN ST
BAR HARBOR, ME 04609-1500","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,18112,261575,"LANDESBERG DESIGN1","1219 BINGHAM ST
PITTSBURGH, PA 15203","Sr V C Health Sciences","Printing/Publishing"
2018,18118,109931,"RITTENHOUSE BOOK DISTRIBUTORS INC","511 FEHELEY DR
KING OF PRUSSIA, PA 19406-6655","Business Operations","Purchases for Resale"
2018,18135,334021,"SOLDIERS & SAILORS MEMORIAL HALL","4141 5TH AVENUE
PITTSBURGH, PA 15213","Swanson School of Engineering","Professional Services"
2018,18161,460612,"WOLTERS KLUWER LEGAL & REGULATORY US","4829 INNOVATION WAY
CHICAGO, IL 60682-0048","School of Law","Library Acquisitions"
2018,18171,103658,"DUQUESNE LIGHT COMPANY","PO BOX 830012
BALTIMORE, MD 21283-0012","School of Health & Rehabilitation Sciences","Space Rental"
2018,18265,465469,"SUMTOTAL SYSTEMS INC","2850 NW 43rd Street
Suite 200
Gainesville, FL 32606","Chief Financial Officer","Professional Services"
2018,18280,120957,"VOYAGER FLEET SYSTEMS INC","PO BOX 790049
HOUSTON, TX 77279-0049","Bradford Campus","Supplies/Equipment"
2018,18300,433837,"MYJOVE CORPORATION","PO BOX 984001
BOSTON, MA 02298-4001","Sr V C Health Sciences","Library Acquisitions"
2018,18300,247932,"PROQUEST","300 N ZEEB RD
PO BOX 1346
ANN ARBOR, MI 48106-1346","Katz Graduate School of Business","Supplies/Equipment"
2018,18352,111373,"THERMOFLO EQUIPMENT CO INC","3233 BABCOCK BLVD
PITTSBURGH, PA 15237","Facilities Management","Supplies/Equipment"
2018,18354,406782,"ACADEMIC HEALTHPLANS INC","1005 GLADE ROAD
COLLEYVILLE, TX 76034-1605","Johnstown Campus","Insurance"
2018,18371,579808,"REFRIGERATION SALES CORPORATION","9450 ALLEN DRIVE SUITE A
VALLEY VIEW, OH 44125","School of Medicine Division Administration","Routine Maintenance"
2018,18374,335809,"ACTIGRAPH LLC","709 ANCHORS ST NW
FORT WALTON BEACH, FL 32548","School of Education","Supplies/Equipment"
2018,18398,157055,"BLACKBOARD INC","22601 NORTH 19 AVE
SUITE 200
PHOENIX, AZ 85027","Greensburg Campus","Professional Services"
2018,18420,416639,"SQUEEGEE PRO LLC","538 MILLERS RUN RD STE 100
MORGAN, PA 16084","School of Medicine Division Administration","Facility Operating Costs"
2018,18434,111351,"TF CAMPBELL CO INC","1521 SAW MILL RUN BLVD
PITTSBURGH, PA 15210","School of Medicine Division Administration","Routine Maintenance"
2018,18440,117921,"DENTSPLY PREVENTIVE CARE DIVISION","33672 TREASURY CENTER
CHICAGO, IL 60694-3600","School of Dental Medicine","Purchases for Resale"
2018,18457,592437,"CONNECTWISE INC","28819 NETWORK PL
CHICAGO, IL 60673-1288","Graduate School of Public Health","Supplies/Equipment"
2018,18500,451286,"IBISWORLD INC","11755 WILSHIRE BLVD 11TH FL
ACCOUNTS RECEIVABLE
LOS ANGELES, CA 90025","Chief Financial Officer","Supplies/Equipment"
2018,18524,103508,"DISTRIBUTOR SERVICE INC","PO BOX 76528
CLEVELAND, OH 44101-6500","Facilities Management","Purchases for Resale"
2018,18528,356402,"SYMPLICITY CORPORATION","1560 WILSON BLVD
STE 550
ARLINGTON, VA 22209","Katz Graduate School of Business","Supplies/Equipment"
2018,18566,605009,"BEARCOM","PO BOX 670354
DALLAS, TX 75267-0354","Facilities Management","Professional Services"
2018,18580,347715,"TMA SYSTEMS LLC","PO BOX 2324
OKLAHOMA CITY, OK 73101","Business Operations","Supplies/Equipment"
2018,18591,100877,"APPLE COMPUTER INC","PO BOX 281877
ATLANTA, GA 30384-1877","Learning Research & Development Center","Supplies/Equipment"
2018,18599,368422,"EXPORT FUEL CO INC","8038 ROUTE 819
GREENSBURG, PA 15601","Greensburg Campus","Supplies/Equipment"
2018,18600,583750,"AMEN EDITORIAL LLC","3 HEATHER COURT
PITTSBURGH, PA 15239","Chancellor","Purchases for Resale"
2018,18619,103356,"DELL MARKETING LP","DEPT AT 40275
ATLANTA, GA 31192-0001","School of Medicine","Routine Maintenance"
2018,18620,343726,"RSH ARCHITECTS","100 NORTH WREN DRIVE
PITTSBURGH, PA 15243","General University","Professional Services"
2018,18661,163247,"POCKET NURSE ENTERPRISES INC","200 1ST ST
AMBRIDGE, PA 15003","Business Operations","Purchases for Resale"
2018,18674,102714,"COLUMBIA DENTOFORM CORP","2 WEST LIBERTY BLVD
SUITE 160
MALVERN, PA 19355","School of Dental Medicine","Purchases for Resale"
2018,18680,537247,"REPUBLIC SERVICES, INC","P.O. BOX 9001099
LOUISVILLE, KY 40290-1099","Greensburg Campus","Facility Operating Costs"
2018,18682,460702,"ZENDESK INC","DEPT CH 19895
PALATINE, IL 60055-9895","School of Dental Medicine","Supplies/Equipment"
2018,18685,291388,"INTERSTATE TAX SERVICE INC","PO BOX 1490
MECHANICSBURG, PA 17055-1490","V C Human Resources","Professional Services"
2018,18696,604370,"GO!FOTON CORPORATION","28 WORLDS FAIR DRIVE
SOMERSET, NJ 08873","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,18700,555169,"LEMOS LABS LLC","329 Pillow Street
Butler, PA 16001","Facilities Management","Routine Maintenance"
2018,18702,277999,"GENEWIZ LLC","PO BOX 3865
CAROL STREAM, IL 60132-3865","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2018,18724,342495,"CHILDRENS MUSEUM OF PITTSBURGH","10 CHILDRENS WAY
ALLEGHENY SQ
PITTSBURGH, PA 15212","Katz Graduate School of Business","Professional Services"
2018,18737,152912,"BURSON-MARSTELLER LLC","PO BOX 101880
ATLANTA, GA 30392","Sr V C and Provost","Professional Services"
2018,18745,263042,"KIMS MARTIAL ARTS & FITNESS INC","3606-3608 BROWNSVILLE ROAD
PITTSBURGH, PA 15227","Education-University Service Programs","Supplies/Equipment"
2018,18750,163192,"VINCENT ALLEN INC","21 WINTHROP RD
CARNEGIE, PA 15106","Facilities Management","Facility Operating Costs"
2018,18750,488897,"CAPE ANN AND COMPANY","775 REDGATE ROAD
SEWICKLEY, PA 15143","School of Medicine","Professional Services"
2018,18755,230562,"ACTION SUPPLY PRODUCTS INC","1065 MONTOUR WEST INDUSTRIAL PARK
CORAOPOLIS, PA 15108","Facilities Management","Purchases for Resale"
2018,18766,578840,"AVVIATO INC","12157 W LINEBAUGH AVE PMB 332
TAMPA, FL 33626-1732","Student Affairs","Supplies/Equipment"
2018,18767,181438,"AMAZON.COM","PO BOX 530958
ATLANTA, GA 30353-0958","Swanson School of Engineering","Supplies/Equipment"
2018,18805,130891,"ALL OCCASIONS PARTY RENTAL","1060 MONTOUR WEST INDUSTRIAL PARK
CORAOPOLIS, PA 15108","Secretary of the Board of Trustees","Professional Services"
2018,18810,609061,"CONFERENCEMICROPHONES","7235 NW 19TH CT
HOLLYWOOD, FL 33024","Sr V C and Provost","Supplies/Equipment"
2018,18853,157475,"LAUREL MANAGEMENT CO","111 ROOSEVELT BLVD
JOHNSTOWN, PA 15906","Johnstown Campus","Routine Maintenance"
2018,18919,185133,"CDW GOVERNMENT INC","75 REMITTANCE DR
SUITE 1515
CHICAGO, IL 60675-1515","Student Affairs","Supplies/Equipment"
2018,18928,401823,"COMPASS BUSINESS SOLUTIONS INC","PO BOX 1932
CRANBERRY TOWNSHIP, PA 16066","Student Affairs","Professional Services"
2018,18959,105303,"HK MCJUNKIN INC","PO BOX 8346
PITTSBURGH, PA 15218","Facilities Management","Purchases for Resale"
2018,18959,228900,"UPMC","UPMC ALTOONA
PO BOX 382059
PITTSBURGH, PA 15250-8059","School of Medicine Division Administration","Supplies/Equipment"
2018,18987,159449,"PINNACLE FITNESS SYSTEMS INC","500 BOWER HILL ROAD
BRIDGEVILLE, PA 15017","Student Affairs","Routine Maintenance"
2018,19025,590237,"BRIDGEWAY DEVELOPMENT CORPORATION","707 GRANT STREET SUITE 1920
PITTSBURGH, PA 15219","Business Operations","Space Rental"
2018,19034,100877,"APPLE COMPUTER INC","PO BOX 281877
ATLANTA, GA 30384-1877","UPMC Hillman Cancer Center","Supplies/Equipment"
2018,19039,276087,"BRUCELLI ADVERTISING CO INC","310 S BLAKELY ST
DUNMORE, PA 18512","Katz Graduate School of Business","Supplies/Equipment"
2018,19047,111595,"TRIBUNE DEMOCRAT","425 LOCUST STREET
POST OFFICE BOX 340
JOHNSTOWN, PA 15907","Johnstown Campus","Professional Services"
2018,19057,510044,"CVD EQUIPMENT CORP","355 SOUTH TECHNOLOGY DRIVE
CENTRAL ISLIP, NY 11722","Swanson School of Engineering","Supplies/Equipment"
2018,19080,370520,"PITNEY BOWES GLOBAL FINANCIAL SERVICES L","P O BOX 856460
LOUISVILLE, KY 40285-6460","Bradford Campus","Supplies/Equipment"
2018,19137,230499,"FORBES MARKETING GROUP LLC","PO BOX 820
EXETER, NH 03833","Bradford Campus","Supplies/Equipment"
2018,19160,600111,"KAREN ALLPORT CONSULTING INC","4184 KHOURI COURT
AVON, OH 44011","Sr V C Research","Professional Services"
2018,19175,559998,"NATIONAL COMPRESSOR EXCHANGE OF NY INC","75 ONDERDONK AVE
RIDGEWOOD, NY 11385","Facilities Management","Supplies/Equipment"
2018,19178,290947,"ALIGN TECHNOLOGY INC","PO BOX 742531
LOS ANGELES, CA 90074-2531","School of Dental Medicine","Supplies/Equipment"
2018,19200,590369,"HIBERSENSE INC","6024 BROAD STREET SUITE 2R
PITTSBURGH, PA 15206","Business Operations","Routine Maintenance"
2018,19200,269247,"L CANNON COMMUNICATIONS LLC","1515 MAIN STREET
PITTSBURGH, PA 15215-2527","Facilities Management","Professional Services"
